latitud,longitud,altura,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total
-50.0,-72.5,83.0,5.25,0.1093,15.25,13.5083,10.0,1.4769,162.1,22.3119,0.1142,88.026,75.3807,65.7141,8.6063,904.5686,0.7911,0.0462,5.8942,5.4599,5.1031,0.2521,65.5185,19.4364,0.1371,54.5165,45.8605,35.0801,6.2857,550.3257,12.5469,1.1753,9.3245,3.8701,-3.2224,4.5486,46.4409,13.7217,0.6599,13.6709,7.5611,-0.0508,4.9899,90.7332,11.0962,12.2562,4.8644,0.3206,-6.2318,3.929,3.8469
-50.0,-71.5,269.0,3.25,0.1453,8.4,6.7083,5.15,0.9744,80.5,30.9873,0.1595,90.1577,73.1029,59.1704,11.6623,877.2347,0.7024,0.0382,5.2307,4.8568,4.5283,0.1855,58.2812,13.5452,0.1379,34.5315,26.8369,20.9863,3.7021,322.0426,12.9886,1.0851,10.3426,4.3623,-2.646,4.7334,52.3475,15.4978,0.6048,16.3039,9.3908,0.8061,5.6797,112.6901,9.9334,-18.1544,4.2823,-0.1929,-5.6511,3.5014,-2.3144
-50.0,-71.0,236.0,3.25,0.1453,8.4,6.7083,5.15,0.9744,80.5,30.9873,0.1595,90.1577,73.1029,59.1704,11.6623,877.2347,0.7024,0.0382,5.2307,4.8568,4.5283,0.1855,58.2812,13.5452,0.1379,34.5315,26.8369,20.9863,3.7021,322.0426,12.9886,1.0851,10.3426,4.3623,-2.646,4.7334,52.3475,15.4978,0.6048,16.3039,9.3908,0.8061,5.6797,112.6901,9.9334,-18.1544,4.2823,-0.1929,-5.6511,3.5014,-2.3144
-50.0,-70.0,233.0,2.25,0.1145,7.1,5.9458,4.85,0.6807,71.35,36.9115,0.2037,88.4337,68.1789,51.5222,13.886,818.1472,0.8471,0.0554,5.5514,5.0306,4.7043,0.2788,60.3675,16.7009,0.1627,37.2944,26.7372,20.5935,4.3506,320.846,14.2222,0.8351,12.9617,6.2657,-1.2605,5.2326,75.1883,17.0665,0.5298,19.4556,11.8684,2.3891,6.2873,142.4204,10.3215,3.107,6.1728,1.2052,-4.1487,3.7446,14.4622
-50.0,-69.5,135.0,2.0,0.1131,6.6,5.5958,4.6,0.633,67.15,38.6995,0.2186,87.6027,66.2214,48.9032,14.4733,794.6568,0.8471,0.0554,5.5514,5.0306,4.7043,0.2788,60.3675,16.477,0.165,36.6114,25.9991,20.1344,4.2908,311.9888,14.6572,0.7391,14.1884,7.2904,-0.4688,5.3882,87.4848,17.4249,0.4942,20.68,12.941,3.2551,6.3957,155.2914,10.6606,1.7546,7.3989,2.2189,-3.2617,3.8934,26.6268
-50.0,-69.0,0.0,2.0,0.1179,6.2,5.4208,4.2,0.6391,65.05,39.2268,0.2235,87.1387,65.4369,47.9119,14.6241,785.243,0.8471,0.0554,5.5514,5.0306,4.7043,0.2788,60.3675,17.3658,0.1813,37.2895,25.913,19.9237,4.6968,310.9563,14.733,0.6641,15.0951,8.1493,0.3621,5.4121,97.7912,17.2908,0.4613,21.4123,13.7099,4.1215,6.3247,164.5192,10.9798,1.2873,8.5208,3.1339,-2.459,4.0343,37.6068
-50.0,-68.0,0.0,2.65,0.1394,7.15,5.9292,4.5,0.8264,71.15,32.4959,0.1778,85.9229,68.0343,53.427,12.0974,816.4115,0.574,0.035,5.5605,5.227,4.9865,0.1828,62.7235,14.7342,0.1564,35.8308,28.0273,21.0966,4.3837,336.3281,12.7101,0.5496,14.5658,8.4953,1.8557,4.6692,101.9432,14.5622,0.4167,19.3787,12.7634,4.8165,5.3186,153.161,9.9844,0.8156,9.5177,4.5442,-0.4667,3.7064,54.5308
-49.5,-73.0,251.0,4.05,0.0501,26.6,24.4583,22.55,1.2253,293.5,9.5208,0.0452,91.914,86.5429,82.3932,3.9091,1038.5151,0.7911,0.0462,5.8942,5.4599,5.1031,0.2521,65.5185,45.4495,0.1004,162.3872,142.256,116.9377,14.2808,1707.0717,8.8915,-10.4904,3.8121,-0.3054,-5.0794,3.2034,-3.6644,9.1201,1.5012,6.4167,2.1523,-2.7034,3.2311,25.8274,8.4762,-1.0357,0.8367,-2.9854,-7.6395,3.0921,-35.8249
-49.5,-72.5,524.0,5.35,0.1591,11.8,9.7,6.45,1.5436,116.4,22.7017,0.1179,86.4599,73.9061,63.7582,8.7139,886.8735,0.7911,0.0462,5.8942,5.4599,5.1031,0.2521,65.5185,21.6605,0.1822,45.6481,33.3748,23.9876,6.0824,400.4974,12.1326,1.229,9.0085,3.5698,-3.1241,4.3873,42.8381,13.48,0.647,13.6959,7.5163,0.2159,4.8631,90.1954,10.5075,-19.8232,4.2495,-0.1884,-6.258,3.7347,-2.2608
-49.5,-72.0,736.0,4.25,0.1803,9.2,7.1708,4.95,1.2931,86.05,31.4499,0.1656,87.7753,70.6908,56.3254,11.7096,848.2898,0.7024,0.0382,5.2307,4.8568,4.5283,0.1855,58.2812,18.1165,0.1938,38.0255,27.1278,19.909,5.2568,325.5335,13.3556,0.9845,10.9891,4.915,-2.3665,4.8389,58.9801,15.6582,0.5628,17.1391,10.0457,1.4809,5.6536,120.5478,10.5791,14.8577,4.9658,0.2487,-5.6133,3.6951,2.9844
-49.5,-71.5,360.0,3.15,0.1574,7.9,6.1167,4.75,0.9626,73.4,32.355,0.1815,84.5181,66.9831,52.1631,12.1606,803.7966,0.7024,0.0382,5.2307,4.8568,4.5283,0.1855,58.2812,13.8195,0.179,31.2311,23.1346,17.4116,4.1414,277.6156,13.5788,0.8274,12.3241,6.0042,-1.2547,4.9678,72.0507,16.063,0.5142,18.6926,11.4246,2.6296,5.8742,137.0952,10.2076,3.0836,5.9682,1.1843,-4.2394,3.652,14.2118
-49.5,-71.0,257.0,3.15,0.1574,7.9,6.1167,4.75,0.9626,73.4,32.355,0.1815,84.5181,66.9831,52.1631,12.1606,803.7966,0.7024,0.0382,5.2307,4.8568,4.5283,0.1855,58.2812,13.8195,0.179,31.2311,23.1346,17.4116,4.1414,277.6156,13.5788,0.8274,12.3241,6.0042,-1.2547,4.9678,72.0507,16.063,0.5142,18.6926,11.4246,2.6296,5.8742,137.0952,10.2076,3.0836,5.9682,1.1843,-4.2394,3.652,14.2118
-49.5,-70.5,215.0,2.6,0.1568,7.1,5.675,4.5,0.89,68.1,36.0855,0.2054,85.1361,65.4493,49.0506,13.4447,785.3917,0.7024,0.0382,5.2307,4.8568,4.5283,0.1855,58.2812,11.5529,0.1668,29.1418,22.7855,17.5889,3.7999,273.4264,14.4498,0.7798,13.5157,6.7723,-0.9341,5.2811,81.2677,16.9061,0.4976,20.004,12.4618,3.0979,6.2014,149.5416,10.7902,2.2943,6.8224,1.6869,-3.9678,3.8704,20.2433
-49.5,-70.0,149.0,2.25,0.1473,6.25,4.9167,4.0,0.724,59.0,39.2486,0.2296,84.7573,63.1895,45.5087,14.5062,758.2738,0.8471,0.0554,5.5514,5.0306,4.7043,0.2788,60.3675,10.4632,0.1569,27.2663,22.1834,16.8031,3.4813,266.2006,15.2854,0.719,14.8975,7.7568,-0.3879,5.5771,93.082,17.7789,0.4726,21.6274,13.728,3.8485,6.4878,164.7364,11.4611,1.7144,7.9274,2.4082,-3.5337,4.1285,28.8982
-49.5,-69.5,114.0,1.55,0.1196,5.9,4.9458,4.35,0.5914,59.35,40.254,0.238,84.4474,62.3906,44.1934,14.8465,748.6871,0.8471,0.0554,5.5514,5.0306,4.7043,0.2788,60.3675,14.0553,0.187,31.9244,23.9434,17.8691,4.4782,287.3212,15.4878,0.679,15.6223,8.3358,0.1345,5.6597,100.0299,18.0834,0.4606,22.3964,14.3144,4.313,6.5936,171.7728,11.5423,1.4066,8.5952,2.9789,-2.9471,4.19,35.7465
-49.5,-69.0,146.0,1.8,0.1403,5.8,4.8292,4.0,0.6774,57.95,40.6712,0.24,84.6809,62.4679,44.0097,14.9903,749.615,0.8471,0.0554,5.5514,5.0306,4.7043,0.2788,60.3675,13.2162,0.1817,30.8021,23.8597,17.5859,4.3351,286.316,15.4009,0.6619,15.8191,8.5209,0.4182,5.6398,102.2506,18.0452,0.457,22.5636,14.4183,4.5184,6.5895,173.02,11.4456,1.3005,8.8178,3.2122,-2.6278,4.1775,38.5464
-49.5,-68.5,-33.0,1.8,0.1403,5.8,4.8292,4.0,0.6774,57.95,40.6712,0.24,84.6809,62.4679,44.0097,14.9903,749.615,0.8471,0.0554,5.5514,5.0306,4.7043,0.2788,60.3675,13.2162,0.1817,30.8021,23.8597,17.5859,4.3351,286.316,15.4009,0.6619,15.8191,8.5209,0.4182,5.6398,102.2506,18.0452,0.457,22.5636,14.4183,4.5184,6.5895,173.02,11.4456,1.3005,8.8178,3.2122,-2.6278,4.1775,38.5464
-49.0,-72.5,978.0,5.35,0.2023,10.55,8.1625,5.2,1.6515,97.95,23.3522,0.1148,90.0917,77.5993,66.7395,8.9048,931.1912,0.9413,0.0507,6.7241,6.207,5.7828,0.3146,74.4835,26.9229,0.2097,49.5015,34.3304,22.5786,7.1977,411.9648,12.3844,1.3296,9.0045,3.3206,-3.3799,4.415,39.8473,13.8283,0.6734,13.9051,7.3421,0.0768,4.944,88.1054,10.6442,-7.3941,4.0147,-0.5028,-6.6295,3.7177,-6.0335
-49.0,-72.0,717.0,5.3,0.1956,10.85,8.1583,5.55,1.5961,97.9,24.191,0.1197,89.441,76.8171,65.25,9.1959,921.8052,0.5327,0.0344,5.1866,4.9225,4.6539,0.1693,59.0697,22.5607,0.1925,45.5284,33.2042,22.9677,6.391,398.4506,11.9296,1.4619,8.6424,2.9461,-3.2872,4.3068,35.3529,14.4231,0.7094,14.3752,7.3865,-0.0479,5.2397,88.6383,9.4055,-2.9883,3.1444,-1.1078,-6.2611,3.3106,-13.294
-49.0,-71.5,1010.0,3.85,0.1933,8.15,6.2083,4.3,1.1998,74.5,27.528,0.1521,83.0397,68.4472,55.5117,10.4079,821.3667,0.5327,0.0344,5.1866,4.9225,4.6539,0.1693,59.0697,15.1838,0.1992,32.032,23.7533,16.8482,4.7322,285.0398,12.7068,0.8853,11.2985,5.2653,-1.4083,4.6613,63.1831,15.3772,0.5496,17.4842,10.2352,2.107,5.6249,122.8226,9.5708,4.1637,5.3242,0.8229,-4.2466,3.4261,9.8744
-49.0,-71.0,771.0,3.85,0.1933,8.15,6.2083,4.3,1.1998,74.5,27.528,0.1521,83.0397,68.4472,55.5117,10.4079,821.3667,0.5327,0.0344,5.1866,4.9225,4.6539,0.1693,59.0697,15.1838,0.1992,32.032,23.7533,16.8482,4.7322,285.0398,12.7068,0.8853,11.2985,5.2653,-1.4083,4.6613,63.1831,15.3772,0.5496,17.4842,10.2352,2.107,5.6249,122.8226,9.5708,4.1637,5.3242,0.8229,-4.2466,3.4261,9.8744
-49.0,-69.5,203.0,1.85,0.1387,5.85,4.7875,4.0,0.6641,57.45,37.8002,0.2244,82.7793,62.1463,44.9791,13.943,745.7551,0.6861,0.0436,5.211,4.784,4.5249,0.2086,57.408,15.071,0.1952,32.019,23.0458,16.948,4.4984,276.549,14.8947,0.6964,14.9105,7.8327,0.0158,5.4546,93.992,17.6107,0.4706,21.7106,13.6967,4.0999,6.4461,164.36,10.9082,1.5256,7.9393,2.5984,-2.9689,3.9641,31.1812
-49.0,-69.0,19.0,2.0,0.1527,5.85,4.7542,3.85,0.726,57.05,39.8582,0.2369,83.6992,61.8412,43.841,14.6531,742.0942,0.6861,0.0436,5.211,4.784,4.5249,0.2086,57.408,17.1412,0.2071,33.7229,23.5942,16.5817,4.8859,283.1308,15.2927,0.6829,15.4799,8.2046,0.1872,5.6028,98.4552,17.9196,0.4644,22.2541,14.1039,4.3345,6.5504,169.2471,11.276,1.415,8.4627,2.9034,-2.8133,4.1085,34.8412
-49.0,-68.5,0.0,2.0,0.1527,5.85,4.7542,3.85,0.726,57.05,39.8582,0.2369,83.6992,61.8412,43.841,14.6531,742.0942,0.6861,0.0436,5.211,4.784,4.5249,0.2086,57.408,17.1412,0.2071,33.7229,23.5942,16.5817,4.8859,283.1308,15.2927,0.6829,15.4799,8.2046,0.1872,5.6028,98.4552,17.9196,0.4644,22.2541,14.1039,4.3345,6.5504,169.2471,11.276,1.415,8.4627,2.9034,-2.8133,4.1085,34.8412
-48.5,-72.0,759.0,4.15,0.103,15.15,13.6042,11.0,1.4017,163.25,20.1981,0.0936,94.4466,84.1213,74.2485,7.877,1009.4555,0.5327,0.0344,5.1866,4.9225,4.6539,0.1693,59.0697,27.5982,0.1524,64.1876,50.1976,36.5894,7.6479,602.371,11.3797,3.0389,6.9159,1.3479,-4.4638,4.0961,16.1745,13.8657,0.9416,12.3323,5.3575,-1.5334,5.0446,64.2894,9.2711,-1.4006,1.9276,-2.3617,-7.3435,3.3077,-28.3401
-48.5,-71.5,759.0,3.75,0.2092,8.2,6.225,4.45,1.3025,74.7,26.5681,0.1373,88.397,74.3084,61.8289,10.2053,891.7004,0.5327,0.0344,5.1866,4.9225,4.6539,0.1693,59.0697,18.1179,0.2186,35.2635,25.678,17.1456,5.614,308.1364,12.5286,1.2501,9.6602,3.6514,-2.8684,4.5647,43.8171,15.3019,0.6564,15.8627,8.5226,0.5608,5.5944,102.2713,9.6119,-4.893,3.7951,-0.6949,-5.8168,3.4004,-8.3394
-48.5,-71.0,794.0,3.75,0.2092,8.2,6.225,4.45,1.3025,74.7,26.5681,0.1373,88.397,74.3084,61.8289,10.2053,891.7004,0.5327,0.0344,5.1866,4.9225,4.6539,0.1693,59.0697,18.1179,0.2186,35.2635,25.678,17.1456,5.614,308.1364,12.5286,1.2501,9.6602,3.6514,-2.8684,4.5647,43.8171,15.3019,0.6564,15.8627,8.5226,0.5608,5.5944,102.2713,9.6119,-4.893,3.7951,-0.6949,-5.8168,3.4004,-8.3394
-48.5,-69.5,565.0,2.05,0.127,5.75,4.6708,3.7,0.5933,56.05,36.8214,0.212,84.2555,64.42,47.4341,13.6556,773.0403,0.6861,0.0436,5.211,4.784,4.5249,0.2086,57.408,16.4763,0.2078,32.5148,22.3971,16.0385,4.6548,268.7656,14.4477,0.78,13.7682,6.8104,-0.6795,5.3121,81.7246,17.4127,0.5103,20.6466,12.5736,3.2339,6.4165,150.883,10.2928,2.2234,6.748,1.6822,-3.5448,3.74,20.1859
-48.5,-69.0,278.0,2.05,0.1338,5.5,4.4042,3.45,0.5895,52.85,38.9076,0.2373,81.3186,60.1731,42.411,14.282,722.0777,0.6861,0.0436,5.211,4.784,4.5249,0.2086,57.408,14.7177,0.2069,29.9121,21.267,15.1944,4.4005,255.2034,15.3151,0.6651,15.7962,8.4329,0.4811,5.6085,101.1948,17.9487,0.4551,22.7438,14.4172,4.7951,6.5618,173.0068,11.1643,1.3145,8.6281,3.097,-2.5362,4.0709,37.1634
-48.5,-68.5,178.0,2.05,0.1338,5.5,4.4042,3.45,0.5895,52.85,38.9076,0.2373,81.3186,60.1731,42.411,14.282,722.0777,0.6861,0.0436,5.211,4.784,4.5249,0.2086,57.408,14.7177,0.2069,29.9121,21.267,15.1944,4.4005,255.2034,15.3151,0.6651,15.7962,8.4329,0.4811,5.6085,101.1948,17.9487,0.4551,22.7438,14.4172,4.7951,6.5618,173.0068,11.1643,1.3145,8.6281,3.097,-2.5362,4.0709,37.1634
-48.5,-68.0,187.0,1.85,0.1379,5.65,4.6667,3.8,0.6436,56.0,41.6127,0.2552,82.1251,59.4684,40.5124,15.1782,713.6211,0.5208,0.0344,4.9967,4.7976,4.4759,0.1651,57.5714,12.9411,0.1948,27.8837,21.7887,14.9426,4.2444,261.4647,16.0102,0.6382,16.85,9.1623,0.8398,5.8478,109.947,18.4175,0.4389,23.7953,15.2668,5.3778,6.7005,183.2015,11.9696,1.1942,9.6221,3.6612,-2.3475,4.372,43.9342
-48.5,-67.5,144.0,2.1,0.1437,5.85,4.5542,3.75,0.6545,54.65,40.8276,0.2404,83.7658,61.8287,42.9382,14.8623,741.9442,0.5208,0.0344,4.9967,4.7976,4.4759,0.1651,57.5714,13.7383,0.2066,28.3151,21.5241,14.5768,4.4469,258.2894,15.4027,0.5984,16.841,9.3922,1.4383,5.6199,112.7065,17.522,0.4252,23.1504,14.9815,5.6284,6.3701,179.7785,11.8533,0.982,10.3664,4.4113,-1.4869,4.3318,52.9352
-48.5,-67.0,13.0,2.0,0.1413,5.7,4.6375,3.7,0.6551,55.65,34.8087,0.193,84.1137,65.6415,49.305,12.6704,787.6978,0.5208,0.0344,4.9967,4.7976,4.4759,0.1651,57.5714,15.889,0.2265,30.4628,21.8938,14.5738,4.9597,262.7251,13.4395,0.5086,16.2145,9.652,2.775,4.9094,115.824,15.1469,0.3923,21.1606,14.007,6.0137,5.4951,168.0842,10.8667,0.7046,11.222,5.706,0.3553,4.0207,68.4723
-48.0,-72.0,1115.0,5.0,0.1866,11.25,8.6417,6.25,1.6121,103.7,22.4739,0.1087,92.4053,80.4078,69.9314,8.7436,964.8942,0.8394,0.0591,5.0185,4.6781,4.1791,0.2765,56.1368,22.493,0.2026,48.4272,36.2773,25.9342,7.3487,435.3273,12.006,1.9538,7.9951,2.2043,-4.0109,4.3067,26.4515,14.6526,0.7832,14.0179,6.8158,-0.6347,5.338,81.7901,9.574,-1.7239,2.4934,-1.9247,-7.0806,3.3181,-23.0969
-48.0,-71.5,572.0,3.95,0.2332,7.9,5.9208,3.95,1.3806,71.05,29.4843,0.1509,89.9418,74.0652,60.4575,11.1734,888.7829,0.8394,0.0591,5.0185,4.6781,4.1791,0.2765,56.1368,19.8225,0.236,35.6379,25.7788,15.8154,6.0831,309.3456,13.0584,1.1935,10.1611,3.9815,-2.8973,4.7517,47.7776,16.1753,0.6294,17.0057,9.4086,0.8304,5.9217,112.9029,9.7882,-4.1782,3.7253,-0.8152,-6.0629,3.4063,-9.7829
-48.0,-71.0,578.0,3.95,0.2332,7.9,5.9208,3.95,1.3806,71.05,29.4843,0.1509,89.9418,74.0652,60.4575,11.1734,888.7829,0.8394,0.0591,5.0185,4.6781,4.1791,0.2765,56.1368,19.8225,0.236,35.6379,25.7788,15.8154,6.0831,309.3456,13.0584,1.1935,10.1611,3.9815,-2.8973,4.7517,47.7776,16.1753,0.6294,17.0057,9.4086,0.8304,5.9217,112.9029,9.7882,-4.1782,3.7253,-0.8152,-6.0629,3.4063,-9.7829
-48.0,-70.5,705.0,3.85,0.2162,7.45,5.7333,3.6,1.2396,68.8,34.7583,0.1897,87.4399,68.8443,52.6816,13.0585,826.1317,0.8394,0.0591,5.0185,4.6781,4.1791,0.2765,56.1368,16.9607,0.2254,31.1526,22.6472,14.1919,5.1038,271.766,14.3224,0.9309,12.4002,5.6209,-1.9222,5.2324,67.4513,17.1827,0.5462,19.4747,11.5281,2.292,6.2965,138.3376,10.521,9.5572,5.388,0.3894,-5.133,3.7213,4.6724
-48.0,-70.0,573.0,3.35,0.1821,7.15,5.5625,3.8,1.0127,66.75,36.9352,0.2005,88.4226,68.757,51.4874,13.7831,825.0834,0.5475,0.042,4.8837,4.5927,4.3362,0.1929,55.1124,13.2622,0.1871,27.0859,21.0896,13.8237,3.9453,253.075,14.4268,0.9626,12.4095,5.4884,-2.0173,5.2833,65.8605,17.4334,0.5672,19.4405,11.3481,2.0071,6.4371,136.1769,10.3417,14.2354,5.2389,0.2583,-5.1028,3.6773,3.0999
-48.0,-69.5,332.0,2.45,0.1717,6.15,4.8667,3.7,0.8357,58.4,37.6103,0.2093,86.997,66.9602,49.3867,14.0115,803.522,0.5475,0.042,4.8837,4.5927,4.3362,0.1929,55.1124,11.0926,0.1764,24.6093,20.2938,13.5167,3.5802,243.5262,14.3877,0.9097,12.8035,5.8152,-1.5842,5.2902,69.7823,17.567,0.5608,19.8155,11.5643,2.2485,6.4852,138.7711,10.0949,5.411,5.6109,0.672,-4.484,3.6364,8.0645
-48.0,-69.0,248.0,2.25,0.1696,5.65,4.5292,3.4,0.7683,54.35,38.9522,0.2343,82.0857,61.2709,43.1335,14.3573,735.2502,0.5475,0.042,4.8837,4.5927,4.3362,0.1929,55.1124,12.489,0.1877,25.7204,19.8021,13.2314,3.7169,237.6252,15.2256,0.7143,15.2265,7.813,0.0009,5.5808,93.7558,18.1162,0.4796,22.3653,13.8277,4.2491,6.6321,165.9322,10.8294,1.5969,7.8731,2.4677,-2.9563,3.9406,29.6127
-48.0,-68.5,218.0,2.25,0.1696,5.65,4.5292,3.4,0.7683,54.35,38.9522,0.2343,82.0857,61.2709,43.1335,14.3573,735.2502,0.5475,0.042,4.8837,4.5927,4.3362,0.1929,55.1124,12.489,0.1877,25.7204,19.8021,13.2314,3.7169,237.6252,15.2256,0.7143,15.2265,7.813,0.0009,5.5808,93.7558,18.1162,0.4796,22.3653,13.8277,4.2491,6.6321,165.9322,10.8294,1.5969,7.8731,2.4677,-2.9563,3.9406,29.6127
-48.0,-68.0,246.0,1.9,0.1458,5.55,4.5958,3.65,0.67,55.15,41.3013,0.259,80.3153,57.9085,39.014,14.9982,694.9018,0.5485,0.0387,4.7752,4.4765,4.2267,0.1731,53.7178,13.4699,0.1979,28.0536,20.408,14.5837,4.0391,244.8965,16.3777,0.6158,17.5695,9.6719,1.1918,5.9563,116.0631,18.6765,0.4234,24.7426,16.0026,6.0661,6.7748,192.0311,12.3122,1.1161,10.138,3.9961,-2.1742,4.46,47.9536
-48.0,-67.5,0.0,2.05,0.1435,5.55,4.5208,3.5,0.6489,54.25,43.6934,0.2677,82.5762,59.1517,38.8828,15.8328,709.8207,0.5485,0.0387,4.7752,4.4765,4.2267,0.1731,53.7178,15.0946,0.2186,29.263,20.0848,14.1684,4.3911,241.0178,16.6412,0.6225,17.7963,9.7178,1.1551,6.0495,116.613,18.9595,0.4323,24.8088,15.899,5.8493,6.8736,190.7879,12.6153,1.0804,10.5885,4.2401,-2.0268,4.5811,50.8812
-48.0,-67.0,0.0,1.9,0.1289,5.2,4.35,3.3,0.5608,52.2,43.6129,0.263,83.3411,60.2654,39.7282,15.8478,723.1846,0.5485,0.0387,4.7752,4.4765,4.2267,0.1731,53.7178,17.7536,0.2579,31.5557,19.804,13.8021,5.1071,237.6481,16.4068,0.6114,17.8243,9.7838,1.4175,5.9816,117.4051,18.7457,0.4308,24.7172,15.8239,5.9715,6.8174,189.8863,12.4726,1.0334,10.7459,4.4126,-1.7267,4.5602,52.951
-48.0,-66.5,0.0,1.95,0.15,5.65,4.6083,3.7,0.6915,55.3,35.8916,0.2007,83.7779,65.0062,47.8863,13.0461,780.0745,0.5485,0.0387,4.7752,4.4765,4.2267,0.1731,53.7178,19.836,0.262,34.9544,22.3167,15.1184,5.8472,267.8003,13.9278,0.5163,16.7013,9.8332,2.7735,5.0766,117.9989,15.7605,0.3944,22.0605,14.4978,6.3,5.7177,173.9731,11.1303,0.7284,11.2791,5.6202,0.1488,4.094,67.4421
-47.5,-72.0,1265.0,5.25,0.2355,10.4,7.525,5.15,1.7725,90.3,27.2941,0.1338,91.9637,77.3149,64.6696,10.3428,927.7785,0.8394,0.0591,5.0185,4.6781,4.1791,0.2765,56.1368,27.5929,0.2618,49.6564,34.6474,22.0635,9.0701,415.7691,13.4107,1.2767,10.0203,3.7385,-3.3904,4.773,44.8623,15.9022,0.656,16.3616,8.7545,0.4594,5.7426,105.0535,10.7101,-4.7579,4.0207,-0.7645,-6.6894,3.6372,-9.1735
-47.5,-71.5,187.0,5.15,0.2867,8.3,5.7125,3.15,1.6375,68.55,30.0231,0.1658,85.5073,69.2486,55.4842,11.4808,830.9826,0.8394,0.0591,5.0185,4.6781,4.1791,0.2765,56.1368,21.941,0.2796,35.6509,24.4923,13.7099,6.8469,293.9078,13.8111,0.9253,11.9271,5.4278,-1.884,5.0224,65.1334,16.5482,0.5444,18.8451,11.0798,2.2969,6.0324,132.958,10.4304,9.2038,5.264,0.3968,-5.1664,3.6525,4.7622
-47.5,-71.0,635.0,5.15,0.2867,8.3,5.7125,3.15,1.6375,68.55,30.0231,0.1658,85.5073,69.2486,55.4842,11.4808,830.9826,0.8394,0.0591,5.0185,4.6781,4.1791,0.2765,56.1368,21.941,0.2796,35.6509,24.4923,13.7099,6.8469,293.9078,13.8111,0.9253,11.9271,5.4278,-1.884,5.0224,65.1334,16.5482,0.5444,18.8451,11.0798,2.2969,6.0324,132.958,10.4304,9.2038,5.264,0.3968,-5.1664,3.6525,4.7622
-47.5,-70.5,785.0,3.95,0.2731,7.0,5.2167,3.05,1.4247,62.6,34.085,0.1901,86.0205,67.725,51.9355,12.8715,812.7004,0.8394,0.0591,5.0185,4.6781,4.1791,0.2765,56.1368,19.0598,0.2708,30.8104,21.1178,11.7506,5.7182,253.414,14.2941,0.902,12.6008,5.7952,-1.6933,5.2272,69.5426,17.2444,0.5427,19.6916,11.6678,2.4472,6.3319,140.0135,10.3637,6.501,5.5351,0.5649,-4.8286,3.6723,6.7786
-47.5,-70.0,953.0,3.8,0.2544,7.0,5.175,3.2,1.3168,62.1,37.7953,0.2029,89.2184,69.2957,51.4231,14.0587,831.549,0.5475,0.042,4.8837,4.5927,4.3362,0.1929,55.1124,17.7414,0.2535,29.1188,20.4012,11.3774,5.1718,244.8142,14.6199,1.0047,12.3662,5.3163,-2.2537,5.3415,63.7951,17.7913,0.5885,19.4822,11.1407,1.6909,6.5561,133.6882,10.4839,47.9498,5.132,0.0772,-5.3519,3.7025,0.9266
-47.5,-68.5,327.0,2.8,0.2134,6.1,4.5875,3.3,0.9789,55.05,40.1704,0.2382,83.4459,62.2489,43.2755,14.8301,746.987,0.5475,0.042,4.8837,4.5927,4.3362,0.1929,55.1124,14.8825,0.222,25.5745,18.5219,10.692,4.1119,222.2633,15.5127,0.7598,15.0748,7.4637,-0.4379,5.6707,89.5641,18.5437,0.5011,22.3618,13.5322,3.8181,6.7804,162.3859,10.9663,1.9408,7.536,2.0418,-3.4303,3.9628,24.5013
