latitud,longitud,altura,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total
-31.0,-59.5,96.0,6.15,0.2564,11.15,8.6708,5.0,2.2234,104.05,22.9408,0.106,83.3442,72.2807,60.4034,7.664,867.3684,1.1288,0.0825,4.5378,3.974,3.409,0.328,47.6878,121.4119,0.4019,157.0873,108.112,35.6754,43.4533,1297.3443,15.3234,0.2866,26.7431,18.9732,11.4197,5.4385,227.6787,15.9705,0.2207,34.0665,25.9957,18.096,5.7371,311.9482,13.5548,0.3748,19.7133,12.8009,6.1585,4.7979,153.6111
-31.0,-59.0,56.0,5.3,0.2111,11.15,8.8542,5.85,1.8691,106.25,23.2199,0.1054,84.6965,73.9967,61.4766,7.7982,887.9606,1.1149,0.0789,4.5701,4.0596,3.4552,0.3204,48.715,118.8142,0.333,165.4277,119.0765,46.6135,39.6481,1428.9185,15.2173,0.2874,26.5997,18.8404,11.3824,5.4156,226.0851,15.9409,0.2236,33.7299,25.6214,17.789,5.7286,307.4566,13.4726,0.373,19.7438,12.8393,6.2712,4.7892,154.072
-31.0,-58.5,57.0,5.3,0.2111,11.15,8.8542,5.85,1.8691,106.25,23.2199,0.1054,84.6965,73.9967,61.4766,7.7982,887.9606,1.1149,0.0789,4.5701,4.0596,3.4552,0.3204,48.715,118.8142,0.333,165.4277,119.0765,46.6135,39.6481,1428.9185,15.2173,0.2874,26.5997,18.8404,11.3824,5.4156,226.0851,15.9409,0.2236,33.7299,25.6214,17.789,5.7286,307.4566,13.4726,0.373,19.7438,12.8393,6.2712,4.7892,154.072
-76.0,-67.0,82.0,4.5,0.1892,10.2,7.7375,5.7,1.4643,92.85,5.3418,0.0193,90.107,87.1515,84.7652,1.6864,1045.8181,1.593,0.0993,7.1084,6.068,5.5154,0.6025,54.6116,25.4565,0.2509,44.1839,27.7733,18.7274,6.9694,333.28,21.4234,-0.3418,-10.0004,-23.2755,-31.4238,7.9566,-279.3063,19.9398,-0.3627,-8.0067,-20.4511,-27.9465,7.4182,-245.4132,22.1355,-0.311,-12.558,-26.2785,-34.6935,8.1715,-315.3424
-30.5,-70.0,3996.0,1.75,0.4165,2.25,1.475,0.5,0.6144,17.7,13.4562,0.1228,45.8959,39.5687,32.4397,4.8584,474.8242,1.6739,0.2049,3.6819,2.8991,2.008,0.5941,34.7888,14.2013,0.6048,16.5776,7.8532,2.3763,4.7493,94.2385,14.2459,-34.1509,6.8804,-0.1458,-7.3655,4.9803,-1.75,16.196,0.7859,15.448,7.464,-0.748,5.8657,89.5677,11.3648,-0.5997,-1.1124,-6.4337,-12.4772,3.8583,-77.205
-30.5,-69.5,3130.0,3.35,0.5216,4.1,1.875,0.75,0.9781,22.5,22.4772,0.2293,48.8166,35.3221,26.3394,8.0984,423.8656,1.6739,0.2049,3.6819,2.8991,2.008,0.5941,34.7888,20.3071,0.6193,23.7825,9.7705,3.4754,6.0505,117.246,12.555,0.5197,14.9681,8.838,2.4131,4.5933,106.0564,12.1588,0.2648,22.6432,17.2244,10.4844,4.5615,206.6923,10.5722,1.8748,7.5918,1.9825,-2.9804,3.7169,23.7902
-30.5,-68.0,712.0,7.75,0.8698,8.1,3.125,0.35,2.7182,37.5,17.5718,0.1561,51.0285,41.347,33.4567,6.4562,496.1637,1.4623,0.1648,3.5268,2.7603,2.0645,0.4549,33.1231,42.1681,0.9057,44.5104,16.2626,2.3423,14.7286,195.1507,16.9428,0.3036,28.4656,20.4436,11.5228,6.2066,245.3237,15.0594,0.1918,35.9722,28.9345,20.9128,5.5505,347.2145,16.2952,0.4445,21.1283,13.2653,4.8331,5.8958,159.1831
-30.5,-67.5,934.0,9.25,0.801,9.85,4.175,0.6,3.3442,50.1,20.9563,0.1545,63.1505,51.6504,42.1942,7.9811,619.8043,1.4623,0.1648,3.5268,2.7603,2.0645,0.4549,33.1231,60.7002,0.8825,63.7657,25.9387,3.0655,22.8899,311.2645,15.9027,0.3279,25.2614,17.75,9.3587,5.8205,213.0006,14.4023,0.207,32.3381,25.6262,17.9358,5.3049,307.5144,14.7288,0.4832,18.1597,11.0535,3.4309,5.3412,132.6425
-30.5,-67.0,620.0,9.1,0.7814,9.6,4.1833,0.5,3.2689,50.2,24.5912,0.1781,64.622,51.9081,40.0308,9.2439,622.8968,1.5969,0.1698,3.8845,3.0231,2.2876,0.5133,36.2778,78.0278,0.8739,81.6081,34.8541,3.5803,30.4596,418.2489,16.8589,0.3152,27.4711,19.7019,10.6122,6.2094,236.4232,15.9925,0.2159,34.762,27.4749,18.7695,5.9321,329.6983,15.6319,0.4392,20.3269,13.0053,4.695,5.7123,156.0635
-30.5,-65.5,204.0,10.75,0.7234,11.6,5.9583,0.85,4.3102,71.5,25.066,0.1772,66.4338,53.6689,41.3678,9.51,644.0265,1.4787,0.1224,4.6043,3.7683,3.1256,0.4612,45.2191,100.1686,0.8235,105.7441,46.4817,5.5755,38.2796,557.7802,16.6457,0.2899,28.7347,21.1713,12.089,6.1368,254.0559,16.0919,0.2081,36.1302,28.7857,20.0383,5.989,345.4284,15.4636,0.3947,21.4202,14.3699,5.9566,5.6715,172.4391
-30.5,-65.0,320.0,12.1,0.6781,13.0,6.9667,0.9,4.7242,83.6,24.5422,0.1697,66.8289,54.2514,42.2867,9.2081,651.017,1.5828,0.1308,4.5052,3.75,2.9224,0.4907,44.9994,117.2093,0.7884,124.2601,54.4961,7.0508,42.9657,653.9529,15.2473,0.2712,27.5372,20.5746,12.2899,5.5795,246.8949,15.208,0.1988,35.4609,28.4153,20.2529,5.649,340.9838,13.8327,0.3595,20.2238,13.9265,6.3911,5.0072,167.1176
-76.0,-66.5,77.0,4.2,0.1662,10.0,8.1042,5.8,1.3471,97.25,3.5205,0.0121,90.3648,88.347,86.8443,1.0693,1060.1636,1.593,0.0993,7.1084,6.068,5.5154,0.6025,54.6116,21.7095,0.2048,42.2168,28.834,20.5073,5.9041,346.0085,22.4294,-0.3548,-9.6591,-23.5278,-32.0885,8.347,-282.3337,20.9519,-0.3768,-7.6838,-20.7515,-28.6357,7.819,-249.0181,23.1034,-0.3229,-12.2055,-26.464,-35.3089,8.5441,-317.5685
-30.5,-62.5,68.0,9.85,0.5558,11.5,7.2167,1.65,4.011,86.6,18.9486,0.1105,74.6735,64.0406,55.7249,7.0756,768.4868,0.9943,0.0824,4.5744,4.0025,3.5801,0.3299,48.0304,115.8838,0.681,125.2122,71.6558,9.3284,48.7976,859.8697,15.5959,0.2766,27.8264,20.41,12.2305,5.6457,244.9201,15.2823,0.2097,33.8187,26.6179,18.5364,5.5823,319.4153,14.7123,0.3598,21.787,14.6973,7.0747,5.2876,176.368
-30.5,-62.0,94.0,9.0,0.4978,11.25,7.4333,2.25,3.7002,89.2,18.8258,0.1075,76.4526,65.7481,57.6268,7.0708,788.9767,0.9943,0.0852,4.4726,3.9773,3.4783,0.3388,47.7271,120.4149,0.6333,132.2586,78.3202,11.8437,49.6007,939.8424,15.4238,0.2816,27.1127,19.6515,11.6889,5.5335,235.8179,15.1932,0.2069,33.994,26.6814,18.8008,5.5196,320.1765,14.2813,0.3778,20.4415,13.4718,6.1602,5.0896,161.6612
-30.5,-61.5,86.0,8.05,0.4216,11.1,7.625,3.05,3.2148,91.5,18.0312,0.0956,78.2432,68.2611,60.212,6.5243,819.1336,0.9943,0.0852,4.4726,3.9773,3.4783,0.3388,47.7271,124.8661,0.5822,140.8898,86.8759,16.0237,50.5765,1042.5109,15.2228,0.2803,26.8668,19.388,11.644,5.4346,232.6566,14.9177,0.2025,33.8565,26.5175,18.9388,5.3698,318.2096,14.1521,0.3816,20.1582,13.1657,6.0061,5.0237,157.9882
-30.5,-61.0,50.0,8.05,0.4216,11.1,7.625,3.05,3.2148,91.5,18.0312,0.0956,78.2432,68.2611,60.212,6.5243,819.1336,1.1075,0.0813,4.5454,4.013,3.4379,0.3264,48.1558,124.8661,0.5822,140.8898,86.8759,16.0237,50.5765,1042.5109,15.2228,0.2803,26.8668,19.388,11.644,5.4346,232.6566,14.9177,0.2025,33.8565,26.5175,18.9388,5.3698,318.2096,14.1521,0.3816,20.1582,13.1657,6.0061,5.0237,157.9882
-30.5,-60.5,49.0,8.2,0.3869,11.45,8.0125,3.25,3.1002,96.15,18.6751,0.0944,79.2667,69.193,60.5916,6.529,830.3164,1.1075,0.0813,4.5454,4.013,3.4379,0.3264,48.1558,127.2011,0.5569,145.7878,90.7789,18.5867,50.5503,1089.3474,15.1378,0.2752,27.0756,19.5914,11.9378,5.3916,235.0966,14.9356,0.202,33.9679,26.5853,19.0323,5.3692,319.0238,13.9831,0.368,20.4187,13.457,6.4356,4.9528,161.4839
-30.5,-60.0,24.0,7.6,0.3131,11.9,8.7875,4.3,2.7518,105.45,19.7091,0.0926,81.8002,71.5691,62.0911,6.6271,858.8296,1.1288,0.0825,4.5378,3.974,3.409,0.328,47.6878,130.8016,0.4842,157.5379,101.6239,26.7363,49.2096,1219.4865,15.056,0.273,27.1412,19.6564,12.0852,5.3668,235.8767,15.0989,0.2075,33.699,26.2035,18.6001,5.4367,314.4423,13.8041,0.3554,20.7211,13.8056,6.917,4.9066,165.6672
-30.5,-59.5,30.0,6.9,0.2792,11.85,9.0083,4.95,2.5153,108.1,21.7377,0.1013,83.2602,71.9509,61.5225,7.2872,863.4105,1.1288,0.0825,4.5378,3.974,3.409,0.328,47.6878,126.6552,0.4507,157.0135,104.7306,30.3583,47.2035,1256.7671,14.9922,0.2736,26.999,19.5156,12.0068,5.3404,234.1869,15.4835,0.2124,34.0226,26.38,18.5391,5.604,316.5596,13.4334,0.3538,20.2322,13.4543,6.7988,4.7603,161.4516
-30.5,-59.0,59.0,5.6,0.2117,11.4,9.175,5.8,1.9423,110.1,21.9724,0.0998,84.7899,73.9896,62.8175,7.3808,887.8756,1.1149,0.0789,4.5701,4.0596,3.4552,0.3204,48.715,118.3202,0.3436,165.0416,118.3526,46.7214,40.6614,1420.2311,14.7525,0.2754,26.5711,19.1475,11.8186,5.2726,229.77,15.7123,0.2175,34.102,26.2659,18.3897,5.7117,315.1903,13.0381,0.3538,19.7123,13.1223,6.6742,4.6428,157.4681
-30.5,-58.5,66.0,5.6,0.2117,11.4,9.175,5.8,1.9423,110.1,21.9724,0.0998,84.7899,73.9896,62.8175,7.3808,887.8756,1.1149,0.0789,4.5701,4.0596,3.4552,0.3204,48.715,118.3202,0.3436,165.0416,118.3526,46.7214,40.6614,1420.2311,14.7525,0.2754,26.5711,19.1475,11.8186,5.2726,229.77,15.7123,0.2175,34.102,26.2659,18.3897,5.7117,315.1903,13.0381,0.3538,19.7123,13.1223,6.6742,4.6428,157.4681
-75.5,-73.5,506.0,7.8,0.303,11.8,8.6417,4.0,2.6186,103.7,7.4699,0.0239,96.3222,93.2509,88.8523,2.2333,1119.0107,1.8005,0.1047,7.1839,6.1107,5.3834,0.6398,54.9961,27.3198,0.3031,40.7733,29.6153,13.4535,8.9772,355.3839,20.6029,-0.3166,-11.7335,-24.1649,-32.3364,7.6502,-289.9789,19.2487,-0.3381,-9.2667,-20.922,-28.5154,7.0743,-251.0642,21.2996,-0.2868,-14.7099,-27.6577,-36.0095,7.9309,-331.8928
-30.0,-69.5,2030.0,3.8,0.531,4.7,2.3667,0.9,1.2567,28.4,22.4759,0.2378,48.9395,34.62,26.4636,8.233,415.4398,2.7015,0.3097,4.6458,3.2911,1.9443,1.0192,39.493,16.1357,0.4873,19.9833,10.0929,3.8476,4.9186,121.1147,12.6567,0.7871,11.905,5.8193,-0.7517,4.5806,69.8314,12.6346,0.3377,19.7798,14.0995,7.1452,4.7612,169.1935,10.7445,-3.6075,4.3787,-1.0142,-6.3658,3.6588,-12.1706
-30.0,-68.0,656.0,8.55,0.8317,9.0,3.675,0.45,3.0566,44.1,17.3832,0.1534,52.8492,42.9704,35.466,6.5915,515.645,1.4026,0.1575,3.7538,3.0427,2.3512,0.4793,36.513,53.807,0.8826,56.6225,22.959,2.8155,20.2642,275.5085,15.9246,0.3079,26.5495,18.9918,10.6249,5.8477,227.9017,14.0993,0.1888,34.1515,27.6256,20.0522,5.2159,331.5066,15.4881,0.4761,19.4366,11.8529,3.9485,5.643,142.2351
-30.0,-67.5,2407.0,9.1,0.7797,9.8,4.2958,0.7,3.3495,51.55,21.2239,0.149,65.7488,53.7484,44.5249,8.0065,644.9814,1.4026,0.1575,3.7538,3.0427,2.3512,0.4793,36.513,70.0907,0.8801,73.3626,30.4942,3.2719,26.8381,365.9308,14.779,0.3326,23.2046,16.2314,8.4256,5.3981,194.777,13.3273,0.2063,30.0166,23.8328,16.6893,4.9175,285.9941,13.7834,0.501,16.6015,9.9553,2.8181,4.9873,119.4642
-30.0,-67.0,572.0,9.1,0.7602,9.75,4.4042,0.65,3.348,52.85,22.101,0.16,63.9247,52.565,41.8237,8.4109,630.7795,1.4505,0.169,3.7215,3.1186,2.271,0.527,37.4229,76.7875,0.8751,80.2629,34.7639,3.4754,30.4218,417.1667,16.5467,0.2964,28.1164,20.528,11.5697,6.0841,246.3364,15.833,0.214,34.5402,27.3753,18.7072,5.858,328.5035,15.3364,0.3893,21.5579,14.3966,6.2215,5.6047,172.7596
-30.0,-65.5,220.0,10.75,0.749,11.35,5.6833,0.6,4.2566,68.2,24.5729,0.177,65.6458,53.1472,41.0729,9.4076,637.7659,1.4425,0.1406,4.1449,3.405,2.7024,0.4787,40.8598,93.4568,0.8463,97.9795,41.6169,4.5227,35.2222,499.4025,16.78,0.2856,29.2001,21.6431,12.4201,6.1819,259.7178,15.8558,0.2017,36.4033,29.2409,20.5475,5.8966,350.8907,15.8913,0.3922,22.0514,14.8568,6.1601,5.8273,178.2818
-30.0,-65.0,730.0,11.75,0.6835,12.75,6.7333,1.0,4.6021,80.8,22.0161,0.1528,67.3377,55.6477,45.3216,8.5022,667.7722,1.3596,0.1029,4.8115,4.195,3.4519,0.4316,50.3402,108.5063,0.8033,114.3965,49.0057,5.8902,39.3649,588.069,15.9149,0.2697,28.8274,21.5967,12.9125,5.8241,259.1609,15.6563,0.206,35.2762,28.1358,19.6199,5.797,337.6294,14.8266,0.3447,22.3984,15.6479,7.5718,5.394,187.7743
-30.0,-63.0,99.0,9.55,0.5812,11.05,6.8458,1.5,3.9789,82.15,21.1878,0.1362,72.3865,60.5103,51.1987,8.2398,726.1233,1.3614,0.1186,4.6499,4.0419,3.2885,0.4793,48.5028,117.2283,0.7241,125.0333,65.5933,7.805,47.4994,787.1199,15.5911,0.2757,27.8937,20.5887,12.3026,5.6767,247.0644,14.7451,0.1954,34.9397,28.076,20.1946,5.486,336.9119,14.8287,0.381,21.0716,13.9886,6.2429,5.3296,167.8636
-30.0,-62.5,79.0,8.75,0.5589,9.95,6.3583,1.2,3.5539,76.3,20.1088,0.1243,73.3482,62.0573,53.2394,7.7138,744.6879,1.3614,0.1186,4.6499,4.0419,3.2885,0.4793,48.5028,120.2414,0.6808,128.5185,71.6775,8.2771,48.7948,860.1297,15.4001,0.2703,27.8909,20.6376,12.4908,5.579,247.6516,14.938,0.1961,35.0377,28.0478,20.0997,5.501,336.5739,14.5288,0.3683,21.0944,14.1556,6.5656,5.2135,169.8676
-30.0,-61.0,49.0,8.0,0.4449,10.2,7.05,2.2,3.1367,84.6,18.0953,0.1041,77.1463,66.605,59.051,6.9356,799.2595,1.118,0.0835,4.5732,3.9801,3.4552,0.3322,47.761,124.8337,0.623,136.4965,81.8582,11.6628,50.9968,982.2981,14.7419,0.2657,27.1153,20.0247,12.3734,5.3198,240.296,15.2292,0.2013,35.1089,27.7751,19.8797,5.5901,333.3015,13.4772,0.3516,20.1719,13.6664,6.6947,4.8048,163.9967
-75.5,-73.0,585.0,7.3,0.3132,11.0,8.05,3.7,2.5209,96.6,7.6395,0.0251,95.1579,92.0079,87.5184,2.3075,1104.0948,1.8005,0.1047,7.1839,6.1107,5.3834,0.6398,54.9961,25.3105,0.3086,37.0395,26.9944,11.729,8.3293,323.9327,19.3224,-0.3093,-11.6586,-23.1867,-30.981,7.1707,-278.2405,18.1171,-0.3326,-9.1475,-20.0153,-27.2646,6.6578,-240.1839,19.9333,-0.2775,-14.6939,-26.6628,-34.6272,7.3979,-319.954
-30.0,-60.5,23.0,8.2,0.3979,11.35,7.975,3.15,3.1734,95.7,18.269,0.0956,79.1893,68.6722,60.9203,6.5636,824.066,1.118,0.0835,4.5732,3.9801,3.4552,0.3322,47.761,137.2982,0.5732,153.8868,90.6458,16.5886,51.9579,1087.7499,14.9004,0.267,27.2854,19.9979,12.385,5.3386,239.975,14.6038,0.1966,34.1175,26.9945,19.5137,5.3078,323.9334,13.884,0.3563,20.7209,13.8629,6.8369,4.9394,166.3548
-30.0,-60.0,16.0,7.4,0.3374,11.15,8.2917,3.75,2.7977,99.5,19.3029,0.0938,81.2538,70.553,61.9509,6.6205,846.636,1.1684,0.0875,4.5467,3.903,3.3783,0.3414,46.836,151.8282,0.5265,175.0057,101.5997,23.1775,53.4947,1219.1963,14.8515,0.2654,27.3296,20.026,12.4781,5.3145,240.3114,14.6853,0.1989,34.0028,26.8274,19.3175,5.3356,321.9288,13.732,0.349,20.8403,14.0101,7.1083,4.8899,168.1214
-30.0,-59.5,53.0,7.05,0.2905,11.75,8.825,4.7,2.5635,105.9,21.2492,0.1004,82.7186,71.1199,61.4694,7.1383,853.4393,1.1684,0.0875,4.5467,3.903,3.3783,0.3414,46.836,147.2919,0.4803,176.1371,106.4348,28.8452,51.1195,1277.2182,14.7888,0.2633,27.4024,20.0983,12.6136,5.2927,241.179,14.9272,0.2039,33.9389,26.6578,19.0117,5.4355,319.8941,13.5153,0.3378,20.9715,14.2007,7.4562,4.797,170.4086
-30.0,-59.0,70.0,5.85,0.2214,11.65,9.25,5.8,2.0481,111.0,20.7521,0.0959,84.7271,73.8003,63.975,7.0747,885.6042,1.0032,0.0734,4.5947,4.0808,3.5915,0.2994,48.9694,119.3117,0.3711,164.388,116.0747,45.0763,43.0777,1392.896,14.4093,0.2652,26.6559,19.5292,12.2466,5.1786,234.35,15.4015,0.21,34.4223,26.9031,19.0208,5.6504,322.8373,12.801,0.3408,19.7954,13.406,6.9944,4.5686,160.8714
-30.0,-58.5,57.0,5.85,0.2214,11.65,9.25,5.8,2.0481,111.0,20.7521,0.0959,84.7271,73.8003,63.975,7.0747,885.6042,1.0032,0.0734,4.5947,4.0808,3.5915,0.2994,48.9694,119.3117,0.3711,164.388,116.0747,45.0763,43.0777,1392.896,14.4093,0.2652,26.6559,19.5292,12.2466,5.1786,234.35,15.4015,0.21,34.4223,26.9031,19.0208,5.6504,322.8373,12.801,0.3408,19.7954,13.406,6.9944,4.5686,160.8714
-29.5,-69.5,4861.0,3.9,0.5005,4.9,2.5708,1.0,1.2867,30.85,20.3188,0.1995,45.5734,33.7472,25.2546,6.7319,404.9659,2.7015,0.3097,4.6458,3.2911,1.9443,1.0192,39.493,13.7781,0.4227,18.3033,10.7911,4.5252,4.5617,129.4932,13.6403,1.4774,9.8892,3.3206,-3.7511,4.9059,39.8466,14.3963,0.4534,18.5371,11.9163,4.1408,5.403,142.9959,11.0376,-0.9774,1.6915,-3.8125,-9.3461,3.7264,-45.7496
-29.5,-69.0,4415.0,7.15,0.7126,8.1,3.625,0.95,2.583,43.5,27.2677,0.256,54.3073,39.0988,27.0396,10.0106,469.1854,0.9926,0.1433,3.0282,2.4967,2.0356,0.3579,29.9609,53.7967,0.8378,57.1417,22.9813,3.345,19.2534,275.7755,12.1383,0.3478,18.6695,12.8828,6.5312,4.4809,154.5937,10.3678,0.1817,25.8536,21.2477,15.4858,3.8605,254.9724,11.3811,0.6851,11.9203,6.0315,0.5392,4.1321,72.3774
-29.5,-68.5,1044.0,7.15,0.7126,8.1,3.625,0.95,2.583,43.5,27.2677,0.256,54.3073,39.0988,27.0396,10.0106,469.1854,0.9926,0.1433,3.0282,2.4967,2.0356,0.3579,29.9609,53.7967,0.8378,57.1417,22.9813,3.345,19.2534,275.7755,12.1383,0.3478,18.6695,12.8828,6.5312,4.4809,154.5937,10.3678,0.1817,25.8536,21.2477,15.4858,3.8605,254.9724,11.3811,0.6851,11.9203,6.0315,0.5392,4.1321,72.3774
-29.5,-68.0,1270.0,7.35,0.7507,8.15,3.6458,0.8,2.737,43.75,18.2515,0.1742,49.1966,39.3216,30.9451,6.8494,471.8586,1.4026,0.1575,3.7538,3.0427,2.3512,0.4793,36.513,56.9167,0.8642,59.8091,23.8857,2.8924,20.6428,286.6289,14.8267,0.2885,25.9492,18.9177,11.1225,5.4569,227.0129,12.8924,0.1743,33.4786,27.6024,20.5862,4.8107,331.2288,14.6855,0.4644,18.8675,11.5643,4.182,5.3707,138.7719
-29.5,-66.0,331.0,9.0,0.7503,9.8,4.6708,0.8,3.5044,56.05,24.6183,0.1856,62.8944,50.2973,38.2761,9.3373,603.568,1.4425,0.1406,4.1449,3.405,2.7024,0.4787,40.8598,83.8343,0.8649,87.7623,37.5828,3.928,32.5036,450.9936,17.1601,0.2849,29.8923,22.2806,12.7322,6.3476,267.3667,15.9436,0.1973,37.0811,30.0467,21.1375,5.9271,360.5605,16.5442,0.3977,22.7802,15.3373,6.236,6.0994,184.048
-75.5,-72.5,633.0,7.4,0.3237,10.8,7.5708,3.4,2.451,90.85,6.5449,0.0213,92.6474,89.8294,86.1025,1.9163,1077.9525,1.8005,0.1047,7.1839,6.1107,5.3834,0.6398,54.9961,24.1156,0.3159,34.5104,25.2748,10.3948,7.9847,303.297,18.129,-0.3022,-11.5132,-22.21,-29.6422,6.7125,-266.5205,16.8325,-0.3264,-8.9545,-18.9521,-25.787,6.1869,-227.4256,18.8086,-0.2688,-14.6615,-25.8443,-33.4701,6.9478,-310.1319
-29.5,-65.5,275.0,10.15,0.7275,11.0,5.575,0.85,4.0557,66.9,23.4553,0.1755,64.0994,52.2104,40.6441,9.1612,626.5249,1.4425,0.1406,4.1449,3.405,2.7024,0.4787,40.8598,85.4996,0.8413,89.9856,39.1144,4.486,32.9061,469.3728,16.2261,0.2754,28.984,21.7236,12.7579,5.9834,260.6834,15.1402,0.1905,36.3736,29.6074,21.2334,5.6405,355.2892,15.3422,0.3783,21.7604,14.8308,6.4182,5.6104,177.9697
-29.5,-65.0,186.0,10.9,0.6701,12.15,6.5208,1.25,4.3697,78.25,24.5049,0.174,66.855,54.2221,42.3501,9.4326,650.6648,1.3596,0.1029,4.8115,4.195,3.4519,0.4316,50.3402,97.9721,0.8047,103.1303,45.2736,5.1582,36.4333,543.2826,16.1933,0.274,29.0029,21.7308,12.8096,5.9538,260.7697,15.3616,0.1939,36.4763,29.5692,21.1147,5.7335,354.8299,15.3011,0.3767,21.721,14.8153,6.4199,5.5815,177.7836
-29.5,-64.5,119.0,11.1,0.6494,12.25,6.75,1.15,4.3835,81.0,24.5929,0.1662,66.229,53.9917,41.6361,8.9715,647.9001,1.3596,0.1029,4.8115,4.195,3.4519,0.4316,50.3402,113.276,0.7856,118.2415,54.2677,4.9655,42.6334,651.2128,15.2475,0.2571,28.6493,21.7075,13.4018,5.5804,260.4904,14.9719,0.1902,36.1372,29.3108,21.1653,5.5742,351.7298,14.2636,0.3405,21.6499,15.1134,7.3863,5.1459,181.3608
-29.5,-63.0,84.0,9.25,0.5863,10.55,6.5333,1.3,3.8304,78.4,21.8337,0.1377,72.1444,60.3401,50.3107,8.3092,724.0815,1.3614,0.1186,4.6499,4.0419,3.2885,0.4793,48.5028,114.3586,0.7286,121.6183,63.8499,7.2597,46.5213,766.1988,15.2845,0.2685,27.8894,20.7831,12.6049,5.5795,249.3975,14.4542,0.1903,35.0277,28.3716,20.5735,5.398,340.4598,14.639,0.3726,21.0622,14.1409,6.4232,5.2686,169.6903
-29.5,-62.5,80.0,9.15,0.5576,10.4,6.3,1.25,3.5128,75.6,21.0059,0.1305,72.7832,61.0966,51.7773,7.9706,733.1598,1.3614,0.1186,4.6499,4.0419,3.2885,0.4793,48.5028,119.876,0.6846,127.9693,70.6847,8.0933,48.3921,848.2168,15.0693,0.2609,28.0289,20.9572,12.9596,5.467,251.4862,14.3682,0.1882,35.0171,28.3297,20.6489,5.3319,339.9568,14.4213,0.3568,21.3345,14.4708,6.9132,5.1631,173.649
-29.5,-61.5,66.0,7.95,0.4151,10.3,7.2333,2.35,3.0023,86.8,16.9846,0.0968,78.8184,68.3639,61.8338,6.6182,820.3664,1.2334,0.0922,4.5563,4.0398,3.3229,0.3723,48.477,145.0588,0.5886,160.2039,90.6869,15.1451,53.3803,1088.2426,14.5114,0.2582,27.2721,20.3378,12.7607,5.2508,244.0542,14.9234,0.1985,34.7129,27.6397,19.7895,5.4872,331.6766,13.51,0.3392,20.7518,14.2554,7.2418,4.8356,171.0644
-29.5,-61.0,58.0,7.95,0.4151,10.3,7.2333,2.35,3.0023,86.8,16.9846,0.0968,78.8184,68.3639,61.8338,6.6182,820.3664,1.118,0.0835,4.5732,3.9801,3.4552,0.3322,47.761,145.0588,0.5886,160.2039,90.6869,15.1451,53.3803,1088.2426,14.5114,0.2582,27.2721,20.3378,12.7607,5.2508,244.0542,14.9234,0.1985,34.7129,27.6397,19.7895,5.4872,331.6766,13.51,0.3392,20.7518,14.2554,7.2418,4.8356,171.0644
-29.5,-60.5,53.0,7.85,0.3973,10.45,7.5583,2.6,3.0031,90.7,17.3549,0.0969,79.2011,68.3321,61.8462,6.619,819.9849,1.118,0.0835,4.5732,3.9801,3.4552,0.3322,47.761,147.5053,0.5776,163.9801,92.8164,16.4748,53.6112,1113.7967,14.4423,0.2552,27.3447,20.3812,12.9024,5.2014,244.5741,14.6064,0.1925,34.6353,27.6759,20.0289,5.328,332.1105,13.4414,0.3369,20.7653,14.2187,7.3239,4.7905,170.6241
-29.5,-59.0,40.0,5.8,0.2361,11.45,8.9625,5.65,2.116,107.55,20.2158,0.0948,83.7492,72.4723,63.5334,6.8679,869.6681,1.0032,0.0734,4.5947,4.0808,3.5915,0.2994,48.9694,134.2934,0.4172,174.265,112.9183,39.9716,47.1125,1355.0194,14.1365,0.2526,27.0457,20.1289,12.9092,5.0854,241.5465,14.8734,0.1994,34.5891,27.425,19.7157,5.4677,329.0999,12.714,0.3233,20.3202,14.0118,7.6062,4.5304,168.1417
