estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados,ghi,dhi,dni
estacion_virtual_590,Chubut,Patagonia,VIRTUAL,-43.5,-70.5,779.0,,8.55,0.3124,13.9,8.8,5.35,2.749,105.6,31.1669,0.1485,92.5438,76.682,61.3769,11.3846,920.1845,1.7162,0.1454,4.9387,4.2417,3.2225,0.6166,50.9002,83.6898,0.425,116.8155,61.8188,33.1257,26.2713,741.826,14.1086,0.8141,13.2372,6.1979,-0.8714,5.0456,74.3749,18.3892,0.546,21.0752,12.009,2.686,6.5568,144.1083,9.8054,2.8338,6.1165,1.2042,-3.6889,3.4124,14.45,1405.913,1316.8187,-23.0859,23.4498,15.1812,8.759,20.4141,66.9498,191.31102777777778,73.85783333333333,239.21237499999998
estacion_virtual_591,Chubut,Patagonia,VIRTUAL,-43.5,-70.0,835.0,,8.5,0.3241,13.35,8.275,4.85,2.6816,99.3,34.1015,0.1701,91.5997,74.2223,57.4982,12.627,890.6678,1.4604,0.1271,4.7365,4.1901,3.2761,0.5326,50.2811,78.1349,0.4543,105.5523,54.572,27.4174,24.7929,654.8635,14.6376,0.8019,13.9033,6.6035,-0.7343,5.2952,79.2415,18.8986,0.5438,21.8054,12.5575,2.9068,6.8292,150.6905,10.0258,2.4881,6.4881,1.4109,-3.5377,3.5105,16.9306,1405.913,1316.8187,-23.0859,23.4498,15.1812,8.759,20.4141,66.9498,192.39152777777772,74.4101111111111,241.86991666666665
estacion_virtual_592,Chubut,Patagonia,VIRTUAL,-43.5,-69.5,1261.0,,7.6,0.3175,12.45,7.7375,4.85,2.4569,92.85,35.422,0.1901,87.6106,69.1608,52.1886,13.1488,829.9291,1.4604,0.1271,4.7365,4.1901,3.2761,0.5326,50.2811,65.2705,0.4705,86.4667,44.1279,21.1962,20.762,529.5349,15.1683,0.7069,15.331,7.8014,0.1627,5.5151,93.6166,18.8335,0.4893,23.1484,14.03,4.3149,6.8654,168.3595,10.516,1.6183,7.659,2.3156,-2.857,3.7472,27.7871,1405.913,1316.8187,-23.0859,23.4498,15.1812,8.759,20.4141,66.9498,192.39152777777772,74.4101111111111,241.86991666666665
estacion_virtual_593,Chubut,Patagonia,VIRTUAL,-43.5,-69.0,859.0,,7.4,0.3313,11.95,7.2417,4.55,2.3993,86.9,37.9446,0.2218,82.6822,62.7306,44.7376,13.9151,752.7674,1.3758,0.1151,4.6869,4.1592,3.3111,0.4786,49.9107,50.8819,0.4688,67.3406,34.813,16.4587,16.3195,417.756,16.1646,0.5938,17.8711,9.8599,1.7065,5.8547,118.3186,19.0072,0.4191,25.6979,16.4758,6.6907,6.9058,197.7097,11.6348,1.0645,9.8486,3.9653,-1.7862,4.2212,47.5836,1405.913,1316.8187,-23.0859,23.4498,15.1812,8.759,20.4141,66.9498,191.66477777777777,75.36833333333334,238.77170833333335
estacion_virtual_594,Chubut,Patagonia,VIRTUAL,-43.5,-68.5,535.0,,7.4,0.3313,11.95,7.2417,4.55,2.3993,86.9,37.9446,0.2218,82.6822,62.7306,44.7376,13.9151,752.7674,1.3758,0.1151,4.6869,4.1592,3.3111,0.4786,49.9107,50.8819,0.4688,67.3406,34.813,16.4587,16.3195,417.756,16.1646,0.5938,17.8711,9.8599,1.7065,5.8547,118.3186,19.0072,0.4191,25.6979,16.4758,6.6907,6.9058,197.7097,11.6348,1.0645,9.8486,3.9653,-1.7862,4.2212,47.5836,1405.913,1316.8187,-23.0859,23.4498,15.1812,8.759,20.4141,66.9498,191.66477777777777,75.36833333333334,238.77170833333335
estacion_virtual_595,Chubut,Patagonia,VIRTUAL,-43.5,-68.0,281.0,,5.5,0.3135,9.15,5.8583,3.65,1.8365,70.3,38.3975,0.2442,77.8184,57.4962,39.4209,14.0401,689.9548,1.5097,0.1253,4.5888,3.9994,3.0791,0.5011,47.9929,31.4108,0.4367,42.827,23.9966,11.4162,10.4782,287.9595,16.661,0.5306,19.6376,11.3637,2.9766,6.0301,136.364,19.0387,0.3825,27.3568,18.0731,8.3181,6.9123,216.8778,12.4711,0.8492,11.6343,5.3254,-0.8368,4.5222,63.9053,1405.913,1316.8187,-23.0859,23.4498,15.1812,8.759,20.4141,66.9498,192.47850000000003,76.74280555555556,234.64370833333336
estacion_virtual_596,Chubut,Patagonia,VIRTUAL,-43.5,-67.5,310.0,,2.9,0.2569,5.65,3.9875,2.75,1.0243,47.85,39.3774,0.261,75.6319,55.1245,36.2545,14.3889,661.4935,1.5097,0.1253,4.5888,3.9994,3.0791,0.5011,47.9929,26.6388,0.4117,36.4467,19.3464,9.8079,7.9656,232.157,17.1926,0.5153,20.6491,12.0641,3.4565,6.2162,144.769,19.238,0.3715,28.2519,18.8185,9.0139,6.9915,225.8223,13.224,0.7878,12.7999,6.0664,-0.4241,4.7789,72.7971,1405.913,1316.8187,-23.0859,23.4498,15.1812,8.759,20.4141,66.9498,192.47850000000003,76.74280555555556,234.64370833333336
estacion_virtual_597,Chubut,Patagonia,VIRTUAL,-43.5,-67.0,291.0,,2.2,0.2402,4.3,3.1625,2.1,0.7595,37.95,41.3769,0.2725,76.8592,55.3317,35.4823,15.0774,663.9804,1.4995,0.1259,4.4785,3.8787,2.979,0.4881,46.5441,31.7435,0.477,41.1008,19.2851,9.3573,9.1984,231.4212,17.7481,0.5289,20.9513,12.1132,3.2032,6.4073,145.3584,19.6067,0.377,28.4681,18.9014,8.8614,7.1265,226.817,13.978,0.8391,13.1137,6.002,-0.8643,5.0362,72.0236,1405.913,1316.8187,-23.0859,23.4498,15.1812,8.759,20.4141,66.9498,191.73930555555557,76.83116666666668,221.17470833333334
estacion_virtual_598,Chubut,Patagonia,VIRTUAL,-43.5,-66.5,244.0,,2.05,0.2602,3.95,2.95,1.9,0.7675,35.4,41.7201,0.278,76.6947,54.9557,34.9746,15.2776,659.4688,1.4995,0.1259,4.4785,3.8787,2.979,0.4881,46.5441,28.9928,0.4535,39.0022,19.4387,10.0094,8.8151,233.2646,17.9244,0.5211,21.3798,12.4497,3.4554,6.4869,149.3959,19.6866,0.3742,28.869,19.2491,9.1824,7.2037,230.9888,14.1582,0.8045,13.5486,6.3441,-0.6096,5.1036,76.1294,1405.913,1316.8187,-23.0859,23.4498,15.1812,8.759,20.4141,66.9498,191.73930555555557,76.83116666666668,221.17470833333334
estacion_virtual_599,Chubut,Patagonia,VIRTUAL,-43.5,-66.0,59.0,,2.05,0.2602,3.95,2.95,1.9,0.7675,35.4,41.7201,0.278,76.6947,54.9557,34.9746,15.2776,659.4688,1.6988,0.1467,4.7034,3.8975,3.0046,0.5719,46.7705,28.9928,0.4535,39.0022,19.4387,10.0094,8.8151,233.2646,17.9244,0.5211,21.3798,12.4497,3.4554,6.4869,149.3959,19.6866,0.3742,28.869,19.2491,9.1824,7.2037,230.9888,14.1582,0.8045,13.5486,6.3441,-0.6096,5.1036,76.1294,1405.913,1316.8187,-23.0859,23.4498,15.1812,8.759,20.4141,66.9498,190.56838888888888,73.05919444444444,223.4300833333333
estacion_virtual_6,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0,-50.0,114.0,,2.95,0.2551,4.6,3.1083,1.65,0.7928,37.3,3.308,0.0115,92.6286,91.5581,89.3206,1.0488,1098.6976,1.7742,0.1109,6.6677,5.4516,4.8935,0.6046,49.0642,8.5267,0.1963,16.491,11.367,7.9643,2.2308,136.4043,24.9791,-0.355,-10.5946,-25.4293,-35.5737,9.0285,-305.1514,23.5961,-0.372,-8.9057,-23.0204,-32.5018,8.5637,-276.2453,25.9092,-0.33,-12.6876,-28.1464,-38.5968,9.2875,-337.7569,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,56.9141,103.4498,128.0477222222222,59.14094444444444,173.9405833333333
estacion_virtual_60,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-78.5,-48.5,432.0,,2.0,0.1175,6.85,5.5792,4.85,0.6556,66.95,2.4658,0.0078,92.9849,92.1951,90.5191,0.7202,1106.341,1.582,0.0917,6.6397,5.6478,5.0577,0.5178,50.8305,8.7648,0.1533,23.5407,18.1963,14.7759,2.7887,218.3555,25.2506,-0.3785,-9.3883,-24.304,-34.6389,9.199,-291.6479,23.8271,-0.4014,-7.6008,-21.7761,-31.4279,8.7402,-261.3132,26.1528,-0.347,-11.7485,-27.1601,-37.9013,9.4256,-325.9208,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,55.4141,101.9498,129.20525,63.14869444444444,165.56916666666666
estacion_virtual_600,Chubut,Patagonia,VIRTUAL,-43.0,-72.0,835.0,,9.65,0.2356,17.65,12.275,8.0,2.892,147.3,20.3217,0.0857,94.1912,83.5584,73.8695,7.1584,1002.7013,2.4779,0.1803,5.7781,4.7613,3.3002,0.8583,57.1356,89.1084,0.2942,149.5614,91.4825,60.453,26.9178,1097.79,11.6804,0.7566,11.303,5.3986,-0.3774,4.0848,64.7838,15.4178,0.5212,18.0273,10.2499,2.6095,5.3417,122.9986,8.5293,2.1833,5.5943,1.3407,-2.935,2.9271,16.088,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,182.73177777777778,78.49733333333334,221.51087500000003
estacion_virtual_601,Chubut,Patagonia,VIRTUAL,-43.0,-70.5,1045.0,,8.25,0.3206,13.3,8.3042,5.05,2.6624,99.65,34.8998,0.1758,90.8573,73.1702,55.9575,12.861,878.0428,1.9997,0.1895,4.7678,3.9438,2.7681,0.7473,47.3253,79.3055,0.4689,107.3627,55.4916,28.0572,26.0175,665.8992,14.9879,0.7344,14.8381,7.3574,-0.1498,5.4031,88.2887,19.0537,0.4969,23.0774,13.7189,4.0237,6.8167,164.6265,10.4797,1.9902,7.2526,1.862,-3.2271,3.7057,22.3438,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,199.23225,72.08149999999999,253.68991666666668
estacion_virtual_602,Chubut,Patagonia,VIRTUAL,-43.0,-70.0,1094.0,,8.5,0.3475,13.1,7.8375,4.6,2.7239,94.05,36.0247,0.1822,90.5981,72.4961,54.5734,13.2088,869.9531,1.9852,0.1766,4.8572,4.0218,2.872,0.7102,48.262,74.1862,0.4937,97.3829,49.4353,23.1967,24.4064,593.2241,15.1679,0.7611,14.7989,7.2118,-0.369,5.489,86.542,19.2253,0.5155,22.9033,13.4528,3.678,6.9349,161.4335,10.5351,2.1206,7.1713,1.7552,-3.3638,3.7222,21.0629,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,199.34294444444444,73.62055555555555,254.5048333333333
estacion_virtual_603,Chubut,Patagonia,VIRTUAL,-43.0,-69.5,1081.0,,7.95,0.3481,12.6,7.5792,4.65,2.6383,90.95,35.2081,0.183,89.126,70.9303,53.9179,12.9813,851.1633,1.9852,0.1766,4.8572,4.0218,2.872,0.7102,48.262,64.0947,0.4889,83.942,42.7816,19.8473,20.9176,513.3788,15.0309,0.7721,14.5605,7.0672,-0.4704,5.4562,84.8062,18.8664,0.5174,22.4208,13.2286,3.5544,6.8438,158.7431,10.4307,2.2797,6.9349,1.6229,-3.4958,3.6997,19.4747,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,199.34294444444444,73.62055555555555,254.5048333333333
estacion_virtual_604,Chubut,Patagonia,VIRTUAL,-43.0,-69.0,443.0,,7.95,0.3748,11.95,6.6667,4.0,2.4984,80.0,36.5784,0.2056,84.4278,65.3592,47.8494,13.4354,784.3105,1.8947,0.1584,4.9533,4.1498,3.0586,0.6575,49.7973,43.8662,0.456,58.3189,30.9959,14.4527,14.1347,371.9502,15.4401,0.6846,15.9202,8.1771,0.4801,5.5984,98.125,18.7943,0.4713,23.6549,14.4835,4.8606,6.8263,173.8026,10.7021,1.5045,8.0578,2.563,-2.6443,3.856,30.7555,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,197.3868611111111,74.07266666666668,249.375125
estacion_virtual_605,Chubut,Patagonia,VIRTUAL,-43.0,-68.5,582.0,,7.95,0.3748,11.95,6.6667,4.0,2.4984,80.0,36.5784,0.2056,84.4278,65.3592,47.8494,13.4354,784.3105,1.8947,0.1584,4.9533,4.1498,3.0586,0.6575,49.7973,43.8662,0.456,58.3189,30.9959,14.4527,14.1347,371.9502,15.4401,0.6846,15.9202,8.1771,0.4801,5.5984,98.125,18.7943,0.4713,23.6549,14.4835,4.8606,6.8263,173.8026,10.7021,1.5045,8.0578,2.563,-2.6443,3.856,30.7555,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,197.3868611111111,74.07266666666668,249.375125
estacion_virtual_606,Chubut,Patagonia,VIRTUAL,-43.0,-68.0,369.0,,6.7,0.3685,10.1,5.6458,3.4,2.0804,67.75,35.2372,0.2167,77.9587,59.54,42.7215,12.9042,714.48,1.5814,0.1388,4.6933,4.0801,3.1119,0.5662,48.9607,30.095,0.418,41.1312,23.4604,11.0362,9.8057,281.525,15.618,0.6026,17.2578,9.3998,1.6398,5.6642,112.7975,18.6701,0.4296,24.9614,15.8048,6.2913,6.7895,189.6572,10.9622,1.0828,9.2821,3.681,-1.6801,3.9856,44.1721,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,194.4550277777778,73.20949999999999,238.34525000000005
estacion_virtual_607,Chubut,Patagonia,VIRTUAL,-43.0,-67.5,275.0,,3.15,0.2781,5.45,3.6083,2.3,1.0034,43.3,34.8512,0.2429,70.3737,52.2899,35.5225,12.7037,627.479,1.5814,0.1388,4.6933,4.0801,3.1119,0.5662,48.9607,23.8841,0.3772,33.0791,17.8258,9.195,6.7238,213.9092,16.5872,0.4963,20.4282,12.0682,3.841,5.9898,144.8186,18.9187,0.3646,28.1693,18.8093,9.2506,6.8577,225.7122,12.4134,0.7292,12.4738,6.1575,0.0604,4.4904,73.8904,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,194.4550277777778,73.20949999999999,238.34525000000005
estacion_virtual_608,Chubut,Patagonia,VIRTUAL,-43.0,-67.0,274.0,,2.1,0.2631,4.25,3.1083,2.15,0.8179,37.3,37.3902,0.2721,69.5933,50.0903,32.2031,13.6288,601.0832,1.7206,0.152,4.6636,3.9451,2.943,0.5998,47.3407,30.0489,0.4592,39.4901,18.4707,9.4412,8.4818,221.648,17.7173,0.4652,22.628,13.7566,4.9107,6.3989,165.0786,19.4433,0.3411,30.2777,20.7219,10.8344,7.0685,248.663,14.1577,0.6753,14.7347,7.5513,0.577,5.0991,90.6154,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,192.66666666666666,74.84066666666666,220.67383333333336
estacion_virtual_609,Chubut,Patagonia,VIRTUAL,-43.0,-66.5,213.0,,2.0,0.2641,3.9,2.8875,1.9,0.7625,34.65,38.5706,0.2693,71.7712,51.7698,33.2006,13.9404,621.2382,1.7206,0.152,4.6636,3.9451,2.943,0.5998,47.3407,33.9211,0.4891,43.7177,19.5718,9.7966,9.5719,234.8614,17.8851,0.4774,22.4431,13.5043,4.558,6.4472,162.0511,19.5407,0.3486,30.0029,20.4134,10.4622,7.1158,244.9607,14.4414,0.7059,14.6863,7.3367,0.2449,5.1788,88.0405,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,192.66666666666666,74.84066666666666,220.67383333333336
estacion_virtual_61,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-78.5,-48.0,514.0,,2.4,0.1319,7.45,6.0542,5.05,0.7984,72.65,2.6371,0.008,93.3884,92.2605,90.7513,0.7381,1107.126,2.0299,0.1336,6.9056,5.6109,4.8757,0.7495,50.4984,9.4053,0.1665,25.0005,19.7251,15.5952,3.2839,236.7008,24.6988,-0.3716,-9.6327,-24.2567,-34.3315,9.0147,-291.0806,23.3162,-0.3938,-7.8472,-21.7318,-31.1634,8.559,-260.7821,25.5462,-0.3407,-12.0033,-27.1104,-37.5495,9.2377,-325.3244,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,55.4141,101.9498,130.84927777777776,62.32441666666666,175.50729166666667
estacion_virtual_610,Chubut,Patagonia,VIRTUAL,-43.0,-66.0,307.0,,2.0,0.2641,3.9,2.8875,1.9,0.7625,34.65,38.5706,0.2693,71.7712,51.7698,33.2006,13.9404,621.2382,1.6539,0.1553,4.5445,3.8234,2.8906,0.5936,45.8804,33.9211,0.4891,43.7177,19.5718,9.7966,9.5719,234.8614,17.8851,0.4774,22.4431,13.5043,4.558,6.4472,162.0511,19.5407,0.3486,30.0029,20.4134,10.4622,7.1158,244.9607,14.4414,0.7059,14.6863,7.3367,0.2449,5.1788,88.0405,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,193.74575000000002,73.10777777777778,224.91829166666665
estacion_virtual_611,Chubut,Patagonia,VIRTUAL,-43.0,-64.5,0.0,,2.4,0.1914,5.2,3.95,2.8,0.7559,47.4,18.3876,0.0972,77.0978,67.6727,58.7102,6.5789,812.0719,1.8507,0.1851,4.6294,3.7436,2.7787,0.693,44.9237,27.2595,0.3504,40.7723,22.3658,13.5128,7.8372,268.3901,11.3206,0.3099,19.1308,13.4108,7.8102,4.156,160.9291,12.6553,0.2806,22.8245,16.4957,10.1692,4.6283,197.9486,10.0055,0.3504,15.745,10.6573,5.7395,3.7339,127.8882,1405.913,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498,191.57202777777778,67.72394444444444,220.88308333333336
estacion_virtual_612,Chubut,Patagonia,VIRTUAL,-42.5,-72.0,1324.0,,9.85,0.248,18.0,12.725,8.15,3.1558,152.7,22.1751,0.0948,94.053,82.7923,71.8779,7.8523,993.5075,2.4779,0.1803,5.7781,4.7613,3.3002,0.8583,57.1356,86.2277,0.3114,145.0455,89.66,58.8178,27.9228,1075.9199,11.7536,0.7941,11.2286,5.1942,-0.525,4.1248,62.3308,15.9626,0.5469,18.3446,10.196,2.382,5.5761,122.3517,8.1681,2.6856,5.1876,1.0363,-2.9805,2.7831,12.4356,1405.913,1316.8187,-23.0859,23.4498,15.0654,8.8773,19.4141,65.9498,182.73177777777778,78.49733333333334,221.51087500000003
estacion_virtual_613,Chubut,Patagonia,VIRTUAL,-42.5,-71.5,549.0,,10.35,0.3246,16.25,10.3542,5.9,3.361,124.25,30.5882,0.1436,92.0688,76.9791,61.4806,11.0554,923.749,2.4779,0.1803,5.7781,4.7613,3.3002,0.8583,57.1356,84.9447,0.4461,123.0531,65.4481,38.1084,29.1988,785.3767,13.7655,0.7867,13.2299,6.222,-0.5356,4.8946,74.6646,18.3022,0.5279,21.4975,12.2522,3.1953,6.4678,147.0258,9.4066,2.6888,6.0201,1.2057,-3.3865,3.2419,14.4684,1405.913,1316.8187,-23.0859,23.4498,15.0654,8.8773,19.4141,65.9498,182.73177777777778,78.49733333333334,221.51087500000003
estacion_virtual_614,Chubut,Patagonia,VIRTUAL,-42.5,-70.5,828.0,,9.15,0.3436,14.55,8.9875,5.4,3.0883,107.85,35.5049,0.1791,89.7684,72.0872,54.2635,12.9124,865.0463,1.9997,0.1895,4.7678,3.9438,2.7681,0.7473,47.3253,80.6029,0.4963,109.1867,55.6634,28.5838,27.6244,667.9603,15.1646,0.7175,15.2418,7.6104,0.0772,5.4605,91.3242,19.1533,0.4828,23.6708,14.2052,4.5175,6.8584,170.4619,10.5078,1.9992,7.3478,1.848,-3.16,3.6945,22.1761,1405.913,1316.8187,-23.0859,23.4498,15.0654,8.8773,19.4141,65.9498,199.23225,72.08149999999999,253.68991666666668
estacion_virtual_615,Chubut,Patagonia,VIRTUAL,-42.5,-70.0,1079.0,,8.9,0.3924,13.15,7.525,4.25,2.9526,90.3,36.4875,0.1886,88.5899,70.2573,52.1024,13.2512,843.088,1.9852,0.1766,4.8572,4.0218,2.872,0.7102,48.262,69.5712,0.5291,89.4317,44.5256,19.8605,23.5584,534.3067,15.289,0.7189,15.373,7.7011,0.084,5.5362,92.4136,19.069,0.4871,23.5094,14.146,4.4404,6.8902,169.752,10.7296,1.8769,7.6221,2.0328,-3.1075,3.8155,24.394,1405.913,1316.8187,-23.0859,23.4498,15.0654,8.8773,19.4141,65.9498,199.34294444444444,73.62055555555555,254.5048333333333
estacion_virtual_616,Chubut,Patagonia,VIRTUAL,-42.5,-69.5,980.0,,8.95,0.4041,12.8,7.1333,3.85,2.8829,85.6,36.7372,0.1963,87.5791,68.8056,50.8419,13.5082,825.6677,1.9852,0.1766,4.8572,4.0218,2.872,0.7102,48.262,57.611,0.5032,74.8164,38.2794,17.2054,19.2631,459.3525,15.2654,0.7467,15.101,7.4228,-0.1644,5.5428,89.0731,18.9762,0.5028,22.9778,13.6994,4.0016,6.8875,164.3933,10.5746,2.0409,7.3244,1.8522,-3.2502,3.7801,22.226,1405.913,1316.8187,-23.0859,23.4498,15.0654,8.8773,19.4141,65.9498,199.34294444444444,73.62055555555555,254.5048333333333
estacion_virtual_617,Chubut,Patagonia,VIRTUAL,-42.5,-69.0,1410.0,,6.75,0.4245,9.55,5.1875,2.8,2.202,62.25,36.6068,0.2005,86.1331,67.3005,49.5263,13.4931,807.6064,1.8947,0.1584,4.9533,4.1498,3.0586,0.6575,49.7973,29.5866,0.4072,40.9336,23.9174,11.347,9.7398,287.0094,15.1774,0.8198,14.3991,6.7293,-0.7783,5.517,80.752,18.925,0.5323,22.1797,12.944,3.2547,6.8901,155.3285,10.3085,2.9913,6.535,1.2321,-3.7735,3.6857,14.7855,1405.913,1316.8187,-23.0859,23.4498,15.0654,8.8773,19.4141,65.9498,197.3868611111111,74.07266666666668,249.375125
estacion_virtual_618,Chubut,Patagonia,VIRTUAL,-42.5,-68.5,986.0,,6.75,0.4245,9.55,5.1875,2.8,2.202,62.25,36.6068,0.2005,86.1331,67.3005,49.5263,13.4931,807.6064,1.8947,0.1584,4.9533,4.1498,3.0586,0.6575,49.7973,29.5866,0.4072,40.9336,23.9174,11.347,9.7398,287.0094,15.1774,0.8198,14.3991,6.7293,-0.7783,5.517,80.752,18.925,0.5323,22.1797,12.944,3.2547,6.8901,155.3285,10.3085,2.9913,6.535,1.2321,-3.7735,3.6857,14.7855,1405.913,1316.8187,-23.0859,23.4498,15.0654,8.8773,19.4141,65.9498,197.3868611111111,74.07266666666668,249.375125
estacion_virtual_619,Chubut,Patagonia,VIRTUAL,-42.5,-68.0,1033.0,,5.6,0.4105,7.55,3.8708,1.95,1.5888,46.45,36.7926,0.2159,81.7232,62.8586,44.9306,13.5683,754.3034,1.5814,0.1388,4.6933,4.0801,3.1119,0.5662,48.9607,21.5327,0.3548,31.271,19.3398,9.7383,6.8614,232.0773,15.5775,0.7646,15.3283,7.4086,-0.2492,5.6647,88.9037,19.0874,0.5027,23.2054,13.8308,4.118,6.9531,165.9701,10.5456,2.2232,7.1749,1.7156,-3.3707,3.8142,20.5872,1405.913,1316.8187,-23.0859,23.4498,15.0654,8.8773,19.4141,65.9498,194.4550277777778,73.20949999999999,238.34525000000005
estacion_virtual_62,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-78.5,-47.5,585.0,,3.1,0.1495,8.15,6.4208,5.05,0.9602,77.05,2.4739,0.0074,93.7546,92.7323,91.2807,0.69,1112.7872,2.0299,0.1336,6.9056,5.6109,4.8757,0.7495,50.4984,11.7988,0.1783,28.2315,21.3404,16.4327,3.8053,256.0852,24.4557,-0.3692,-9.7168,-24.2294,-34.1725,8.9446,-290.7529,23.1361,-0.3911,-7.9424,-21.7379,-31.0785,8.5013,-260.8545,25.2664,-0.3387,-12.0663,-27.0578,-37.3327,9.1636,-324.6932,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,55.4141,101.9498,130.84927777777776,62.32441666666666,175.50729166666667
estacion_virtual_620,Chubut,Patagonia,VIRTUAL,-42.5,-67.5,923.0,,2.7,0.2421,4.9,3.2458,2.2,0.7858,38.95,35.6178,0.2366,73.2521,55.0297,37.6343,13.0192,660.3565,1.5814,0.1388,4.6933,4.0801,3.1119,0.5662,48.9607,16.3265,0.3211,25.0699,16.2984,8.7434,5.233,195.5806,16.3897,0.5948,18.3168,9.9738,1.9271,5.9327,119.6851,19.1977,0.4154,26.2803,16.7744,7.0826,6.9678,201.2928,11.6703,1.0519,10.0675,4.0355,-1.6028,4.2448,48.4259,1405.913,1316.8187,-23.0859,23.4498,15.0654,8.8773,19.4141,65.9498,194.4550277777778,73.20949999999999,238.34525000000005
estacion_virtual_621,Chubut,Patagonia,VIRTUAL,-42.5,-67.0,634.0,,2.15,0.2023,4.3,3.3625,2.15,0.6803,40.35,35.2724,0.2557,68.3422,50.1861,33.0698,12.8349,602.2336,1.7206,0.152,4.6636,3.9451,2.943,0.5998,47.3407,24.8672,0.3847,34.1235,18.0777,9.2563,6.9539,216.9329,17.1755,0.4912,21.3183,12.6184,4.1428,6.1984,151.4205,19.283,0.357,29.1708,19.5788,9.8878,6.99,234.9461,13.1464,0.7254,13.2782,6.5312,0.1318,4.7379,78.3741,1405.913,1316.8187,-23.0859,23.4498,15.0654,8.8773,19.4141,65.9498,192.66666666666666,74.84066666666666,220.67383333333336
estacion_virtual_622,Chubut,Patagonia,VIRTUAL,-42.5,-66.5,511.0,,1.9,0.1929,4.1,3.1083,2.2,0.5996,37.3,35.3707,0.255,68.5449,50.3438,33.1742,12.8355,604.1258,1.7206,0.152,4.6636,3.9451,2.943,0.5998,47.3407,31.1669,0.4427,40.7684,19.5727,9.6015,8.6648,234.8722,17.2935,0.4714,21.9637,13.231,4.6702,6.2369,158.7721,19.1995,0.347,29.7013,20.1405,10.5018,6.988,241.6854,13.6335,0.6796,14.1747,7.1961,0.5412,4.8901,86.3534,1405.913,1316.8187,-23.0859,23.4498,15.0654,8.8773,19.4141,65.9498,192.66666666666666,74.84066666666666,220.67383333333336
