estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados,ghi,dhi,dni
estacion_virtual_982,San Juan,Cuyo,VIRTUAL,-31.5,-70.0,4458.0,,2.8,0.32,4.3,2.9292,1.5,0.9375,35.15,13.1336,0.1081,48.0996,41.9649,34.966,4.5369,503.5788,1.6167,0.2037,3.6611,2.8831,2.0444,0.5872,34.5968,17.6592,0.4288,23.6902,13.3699,6.031,5.7326,160.4391,15.1896,4.0404,8.7345,1.3324,-6.4551,5.3836,15.9894,16.7589,0.6667,17.3127,9.1766,0.5538,6.1177,110.1193,12.6207,-0.8323,0.7188,-5.2463,-11.9019,4.3663,-62.9556,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,250.53069444444444,70.72455555555554,315.7091666666667
estacion_virtual_983,San Juan,Cuyo,VIRTUAL,-31.5,-69.5,1759.0,,3.95,0.4338,5.1,2.5333,1.15,1.099,30.4,16.0046,0.171,44.9754,35.3634,28.9708,6.0455,424.3612,1.6167,0.2037,3.6611,2.8831,2.0444,0.5872,34.5968,25.6078,0.6125,30.6341,12.5255,5.0263,7.6714,150.3059,13.8242,0.4521,17.978,11.2069,4.1538,5.0667,134.4823,13.015,0.2391,26.1159,20.2144,13.1009,4.8338,242.5726,11.8271,1.1272,10.1533,3.8069,-1.6738,4.2913,45.6827,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,250.53069444444444,70.72455555555554,315.7091666666667
estacion_virtual_984,San Juan,Cuyo,VIRTUAL,-31.5,-69.0,1079.0,,4.9,0.8334,5.3,1.8542,0.4,1.5453,22.25,13.7613,0.1387,46.2608,38.4924,32.4995,5.3383,461.9084,1.3724,0.1456,3.4088,2.5177,2.0364,0.3667,30.2127,33.4991,0.8833,36.3557,12.2349,2.8566,10.8076,146.8185,15.1653,0.3256,24.4017,16.9432,9.2364,5.5171,203.3189,13.4414,0.196,31.6157,25.2078,18.1743,4.9419,302.4939,13.9164,0.504,17.0835,9.9436,3.1671,5.0112,119.3227,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,242.15308333333334,67.46236111111111,313.14370833333334
estacion_virtual_985,San Juan,Cuyo,VIRTUAL,-31.5,-67.5,595.0,,8.65,0.8305,9.15,3.8333,0.5,3.1837,46.0,20.3704,0.1627,55.5746,44.272,35.2042,7.203,531.2637,1.3291,0.1396,3.566,2.6993,2.2369,0.3768,32.3914,45.5393,0.8633,48.4942,18.5958,2.9549,16.0547,223.1498,17.2395,0.3126,28.4174,20.1611,11.1779,6.3016,241.9337,15.6411,0.2057,35.4254,27.9816,19.7843,5.7572,335.7788,16.121,0.4398,21.1819,13.3062,5.0609,5.8522,159.6739,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,239.0927222222222,70.21322222222221,301.7265833333334
estacion_virtual_986,La Rioja,NOA,VIRTUAL,-31.5,-67.0,402.0,,10.9,0.7417,11.65,5.5333,0.75,4.1041,66.4,22.8737,0.1758,61.2988,48.9252,38.4251,8.5991,587.1019,1.5253,0.1486,4.1106,3.1521,2.5853,0.4683,37.8247,67.0135,0.8407,71.2366,30.4225,4.2231,25.5774,365.0702,17.2357,0.3163,28.0596,19.9981,10.8239,6.3256,239.9767,16.069,0.2126,35.3937,27.8865,19.3247,5.9301,334.6382,16.0809,0.4479,20.7164,13.0735,4.6355,5.856,156.8822,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,225.14622222222218,73.41544444444445,263.96970833333336
estacion_virtual_987,La Rioja,NOA,VIRTUAL,-31.5,-66.5,535.0,,12.15,0.7293,12.95,6.275,0.8,4.576,75.3,25.569,0.1806,67.8048,54.4699,42.2358,9.835,653.6384,1.5253,0.1486,4.1106,3.1521,2.5853,0.4683,37.8247,86.9531,0.8217,92.5548,42.3824,5.6017,34.824,508.5883,17.2138,0.3277,27.2506,19.3393,10.0368,6.3378,232.0716,16.4696,0.2255,34.6148,27.0801,18.1452,6.1076,324.9614,15.8942,0.4658,19.8498,12.4575,3.9556,5.8033,149.4898,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,225.14622222222218,73.41544444444445,263.96970833333336
estacion_virtual_988,La Rioja,NOA,VIRTUAL,-31.5,-66.0,298.0,,12.15,0.7293,12.95,6.275,0.8,4.576,75.3,25.569,0.1806,67.8048,54.4699,42.2358,9.835,653.6384,1.6,0.1573,4.3147,3.2794,2.7147,0.5159,39.3528,86.9531,0.8217,92.5548,42.3824,5.6017,34.824,508.5883,17.2138,0.3277,27.2506,19.3393,10.0368,6.3378,232.0716,16.4696,0.2255,34.6148,27.0801,18.1452,6.1076,324.9614,15.8942,0.4658,19.8498,12.4575,3.9556,5.8033,149.4898,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,223.80427777777777,73.68938888888889,260.1774166666667
estacion_virtual_989,Córdoba,Pampeana,VIRTUAL,-31.5,-65.5,305.0,,11.5,0.6926,12.6,6.6292,1.1,4.5916,79.55,23.8603,0.172,65.9898,53.2461,42.1295,9.1578,638.9534,1.6,0.1573,4.3147,3.2794,2.7147,0.5159,39.3528,112.4863,0.7989,117.8578,55.1994,5.3715,44.0975,662.3928,16.2325,0.2974,27.5072,20.0125,11.2747,5.9521,240.1494,16.0539,0.2153,34.9993,27.5669,18.9454,5.9364,330.8033,14.7435,0.3979,20.2945,13.4524,5.551,5.353,161.4284,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,223.80427777777777,73.68938888888889,260.1774166666667
estacion_virtual_99,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-76.0,-68.5,85.0,,3.85,0.162,9.35,7.3958,5.5,1.1982,88.75,2.6607,0.0096,92.2742,91.127,89.6135,0.8729,1093.5246,2.0912,0.1241,7.2512,6.0036,5.16,0.7448,54.0325,18.341,0.1966,36.7938,25.4336,18.4528,5.0001,305.2035,19.2542,-0.3016,-11.7693,-23.5281,-31.0235,7.096,-282.3372,18.074,-0.3179,-9.8567,-20.9382,-27.9307,6.6559,-251.2578,19.599,-0.2724,-14.3241,-26.3497,-33.9231,7.1778,-316.196,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,52.9141,99.4498,133.9127777777778,62.79552777777778,159.60916666666665
estacion_virtual_990,Córdoba,Pampeana,VIRTUAL,-31.5,-63.0,150.0,,10.7,0.5721,12.45,7.5708,1.75,4.331,90.85,19.672,0.113,76.8059,65.7502,57.1339,7.4325,789.0019,1.1483,0.0865,4.565,3.8895,3.4167,0.3365,46.6735,129.5824,0.7089,138.8559,70.8523,9.2735,50.2295,850.2275,15.9171,0.3119,26.0632,18.469,10.1461,5.76,221.6282,15.8102,0.2213,33.57,26.0877,17.7598,5.7722,313.0525,14.4722,0.4352,18.9941,11.9502,4.5219,5.2007,143.4024,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,208.02030555555555,76.01866666666668,226.1045416666667
estacion_virtual_991,Córdoba,Pampeana,VIRTUAL,-31.5,-62.5,105.0,,9.65,0.4909,12.05,7.9917,2.4,3.9233,95.9,18.9888,0.1078,77.1739,66.8272,58.1851,7.2056,801.9267,1.1483,0.0865,4.565,3.8895,3.4167,0.3365,46.6735,128.4865,0.6424,140.4808,76.7137,11.9943,49.2806,920.5638,15.944,0.3067,26.3587,18.6243,10.4147,5.7114,223.4914,15.8057,0.2199,33.5724,25.937,17.7667,5.7031,311.2439,14.5692,0.4247,19.3836,12.2233,4.8144,5.191,146.6791,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,208.02030555555555,76.01866666666668,226.1045416666667
estacion_virtual_992,Santa Fe,Pampeana,VIRTUAL,-31.5,-62.0,111.0,,9.15,0.4649,11.7,7.9208,2.55,3.6825,95.05,18.7254,0.1023,77.6275,67.6688,58.9021,6.9201,812.025,1.0471,0.0807,4.5073,3.9727,3.4602,0.3206,47.6719,123.7848,0.594,140.3479,83.5952,16.5631,49.6535,1003.1419,15.7518,0.3024,26.3134,18.5627,10.5616,5.6126,222.7529,15.7453,0.2188,33.508,25.7376,17.7627,5.631,308.8516,14.2992,0.4137,19.3757,12.2901,5.0765,5.0847,147.481,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,206.8478888888889,76.41430555555556,223.48429166666665
estacion_virtual_993,Santa Fe,Pampeana,VIRTUAL,-31.5,-61.5,75.0,,7.1,0.3961,9.95,7.2375,2.85,2.8668,86.85,19.626,0.1,78.8284,69.0044,59.2024,6.8978,828.0526,1.0471,0.0807,4.5073,3.9727,3.4602,0.3206,47.6719,127.2211,0.5403,150.2942,94.4602,23.0731,51.0369,1133.5228,15.8611,0.2997,26.6856,18.7691,10.8245,5.6249,225.2289,15.9329,0.2193,33.7978,25.8018,17.8649,5.6588,309.6216,14.3935,0.4051,19.7991,12.5831,5.4056,5.0978,150.997,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,206.8478888888889,76.41430555555556,223.48429166666665
estacion_virtual_994,Entre Ríos,NEA,VIRTUAL,-31.5,-60.0,80.0,,5.9,0.2721,10.6,8.3542,4.7,2.2734,100.25,21.9522,0.1047,81.3058,70.7331,59.3536,7.4047,848.7974,1.0385,0.0809,4.5066,3.9643,3.4681,0.3205,47.5718,124.0517,0.4391,156.3017,103.4566,32.25,45.4256,1241.4798,15.5731,0.2941,26.6619,18.7686,11.0888,5.5192,225.2232,15.9921,0.2246,33.5137,25.3857,17.5216,5.7013,304.6281,13.8989,0.3829,19.8493,12.7942,5.9504,4.899,153.5303,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,203.31000000000003,73.5578888888889,220.02591666666663
estacion_virtual_995,Entre Ríos,NEA,VIRTUAL,-31.5,-59.5,69.0,,5.85,0.2601,10.8,8.4833,4.95,2.2063,101.8,22.9736,0.1079,82.8824,72.0437,59.9088,7.7757,864.5246,1.0385,0.0809,4.5066,3.9643,3.4681,0.3205,47.5718,122.5751,0.4133,157.5581,105.6248,34.983,43.6518,1267.4976,15.5093,0.2958,26.5219,18.6257,11.0126,5.5099,223.5079,16.1021,0.226,33.7277,25.5137,17.6256,5.7658,306.164,13.6991,0.3889,19.4719,12.4738,5.7728,4.8513,149.6857,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,203.31000000000003,73.5578888888889,220.02591666666663
estacion_virtual_996,Entre Ríos,NEA,VIRTUAL,-31.5,-59.0,51.0,,5.15,0.2078,10.75,8.5625,5.6,1.7794,102.75,23.2371,0.107,84.2281,73.7532,60.991,7.8929,885.0381,1.0872,0.0821,4.5617,4.0366,3.4745,0.3315,48.4387,120.4241,0.3284,166.5409,116.0559,46.1168,38.1104,1392.6708,15.3701,0.2946,26.4135,18.5437,11.0434,5.4639,222.5248,16.0908,0.2285,33.4595,25.2062,17.3687,5.7587,302.4747,13.5138,0.3826,19.4967,12.5461,5.9829,4.7999,150.5527,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,201.20602777777785,74.772,217.99883333333332
estacion_virtual_997,Entre Ríos,NEA,VIRTUAL,-31.5,-58.5,70.0,,5.15,0.2078,10.75,8.5625,5.6,1.7794,102.75,23.2371,0.107,84.2281,73.7532,60.991,7.8929,885.0381,1.0872,0.0821,4.5617,4.0366,3.4745,0.3315,48.4387,120.4241,0.3284,166.5409,116.0559,46.1168,38.1104,1392.6708,15.3701,0.2946,26.4135,18.5437,11.0434,5.4639,222.5248,16.0908,0.2285,33.4595,25.2062,17.3687,5.7587,302.4747,13.5138,0.3826,19.4967,12.5461,5.9829,4.7999,150.5527,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,201.20602777777785,74.772,217.99883333333332
estacion_virtual_998,San Juan,Cuyo,VIRTUAL,-31.0,-70.0,4770.0,,2.2,0.3756,3.05,2.075,0.85,0.7794,24.9,11.6852,0.1094,44.932,39.6945,33.2468,4.3427,476.3339,1.6739,0.2049,3.6819,2.8991,2.008,0.5941,34.7888,12.069,0.4422,15.8911,9.6585,3.8221,4.2706,115.9019,14.2762,2.1546,9.5469,2.3508,-4.7293,5.0651,28.2098,16.2048,0.5709,18.369,10.3918,2.1642,5.9324,124.7016,11.098,-0.858,1.1255,-4.4107,-9.9725,3.7842,-52.9283,1405.913,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498,254.17913888888893,77.60855555555555,306.69920833333333
estacion_virtual_999,San Juan,Cuyo,VIRTUAL,-31.0,-69.5,2524.0,,3.4,0.5213,4.2,1.8667,0.8,0.9731,22.4,18.805,0.1987,46.2162,34.8763,27.4112,6.9285,418.5153,1.6739,0.2049,3.6819,2.8991,2.008,0.5941,34.7888,24.0451,0.6954,27.8044,10.4614,3.7593,7.2751,125.5363,13.21,0.4495,17.267,10.8002,4.057,4.8551,129.6021,12.4373,0.2351,25.3302,19.7616,12.8929,4.6456,237.1387,11.2146,1.1724,9.5326,3.4734,-1.682,4.0723,41.6803,1405.913,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498,254.17913888888893,77.60855555555555,306.69920833333333
ezeiza_aero,BUENOS AIRES,Pampeana,SAEZ,-34.8167,-58.5333,20.0,87576.0,3.0,0.1691,7.5,5.7917,4.5,0.9793,69.5,15.6,0.0712,79.7,72.6667,64.1,5.1713,872.0,1.1,0.1104,4.5,3.9,3.4,0.4306,46.8,60.1,0.2648,108.5,84.575,48.4,22.3961,1014.9,14.3,0.2977,24.1,17.0417,9.8,5.0726,204.5,15.3,0.2372,30.3,22.7083,15.0,5.3868,272.5,12.7,0.3918,17.9,11.5417,5.2,4.522,138.5,1405.913,1316.8187,-23.0859,23.4498,14.2991,9.659,11.7308,58.2665,199.86391666666665,77.28377777777779,212.44079166666666
formosa_aero,FORMOSA,NEA,SARF,-26.2,-58.2167,60.0,87162.0,4.9,0.2638,8.3,6.3333,3.4,1.6708,76.0,11.9,0.0562,81.2,74.5083,69.3,4.1895,894.1,1.0,0.0671,4.5,3.9333,3.5,0.264,47.2,143.6,0.4386,178.4,117.2083,34.8,51.4051,1406.5,11.3,0.1802,27.7,22.45,16.4,4.0455,269.4,11.4,0.1422,34.1,28.6167,22.7,4.0691,343.4,11.0,0.225,22.5,17.375,11.5,3.9099,208.5,1405.913,1316.8187,-23.0859,23.4498,13.6143,10.3568,3.1141,49.6498,201.9707222222222,81.16088888888889,198.06595833333336
general_pico_aero,LA PAMPA,Pampeana,SAZG,-35.6833,-63.75,145.0,87532.0,5.1,0.3667,7.8,5.3833,2.7,1.9738,64.6,19.0,0.0937,78.0,68.0083,59.0,6.3734,816.1,1.0,0.1,4.0,3.45,3.0,0.3451,41.4,114.7,0.5833,130.6,73.7667,15.9,43.0312,885.2,15.8,0.3487,23.8,16.2667,8.0,5.6725,195.2,15.8,0.2436,30.9,23.3917,15.1,5.6982,280.7,14.6,0.5208,17.1,10.1,2.5,5.2596,121.2,1405.913,1316.8187,-23.0859,23.4498,14.3766,9.58,12.5974,59.1331,206.02833333333334,74.43502777777778,226.5482083333333
gobernador_gregores_aero,SANTA CRUZ,Patagonia,SAWR,-48.7667,-70.15,358.0,87880.0,2.0,0.1996,3.8,2.5167,1.8,0.5024,30.2,30.66,0.1947,74.36,56.0183,43.7,10.9086,672.22,0.7,0.0577,4.2,3.84,3.5,0.2217,46.08,8.1,0.243,16.2,10.45,8.1,2.5397,125.4,13.4,0.5443,15.3,9.055,1.9,4.9283,108.66,16.9,0.4216,22.6,14.7667,5.7,6.2252,177.2,11.6,1.124,9.2,3.7667,-2.4,4.2337,45.2,1405.913,1316.8187,-23.0859,23.4498,15.8799,8.0448,25.6808,72.2165,165.6209722222222,77.17844444444445,203.75887500000002
gualeguaychu_aero,ENTRE RIOS,NEA,SAAG,-33.0,-58.6,23.0,87497.0,3.4,0.1931,7.6,5.9833,4.2,1.1551,71.8,16.2,0.0741,82.0,74.275,65.8,5.5067,891.3,1.0,0.0969,4.1,3.525,3.1,0.3415,42.3,83.7,0.3134,140.2,101.5,56.5,31.8082,1218.0,14.2,0.2803,24.9,17.925,10.7,5.0249,215.1,14.6,0.2142,31.2,24.025,16.6,5.1455,288.3,12.8,0.3654,18.8,12.4583,6.0,4.5528,149.5,1405.913,1316.8187,-23.0859,23.4498,14.1426,9.8185,9.9141,56.4498,201.1626111111111,74.37947222222222,219.78224999999998
iguazu_aero,MISIONES,NEA,SARI,-25.7167,-54.4667,270.0,87097.0,5.5,0.1676,11.4,8.3167,5.9,1.394,99.8,12.8,0.0512,88.6,81.1417,75.8,4.1535,973.7,0.9,0.0814,4.1,3.65,3.2,0.297,43.8,163.3,0.2684,247.0,163.3083,83.7,43.8337,1959.7,9.9,0.1699,25.8,21.35,15.9,3.6265,256.2,9.8,0.1303,32.0,27.6833,22.2,3.6063,332.2,9.7,0.215,20.7,16.275,11.0,3.4999,195.3,1405.913,1316.8187,-23.0859,23.4498,13.5795,10.3922,2.6308,49.1665,202.15777777777774,83.69616666666666,197.05958333333334
jachal,SAN JUAN,Cuyo,SAMJ,-30.2167,-68.7333,1175.0,87305.0,3.1,0.6505,3.6,1.5083,0.5,0.9811,18.1,18.0,0.1099,66.2,57.3333,48.2,6.2994,688.0,1.2,0.1748,3.0,2.3583,1.8,0.4122,28.3,30.5,0.8872,32.3,10.2833,1.8,9.1238,123.4,18.2,0.3942,25.4,16.7667,7.2,6.6098,201.2,15.3,0.2193,32.9,25.6083,17.6,5.6158,307.3,19.0,0.9367,16.6,7.3833,-2.4,6.916,88.6,1405.913,1316.8187,-23.0859,23.4498,13.9165,10.0489,7.1308,53.6665,246.69430555555553,67.83983333333333,317.8427916666667
jujuy_aero,JUJUY,NOA,SASJ,-24.3833,-65.0833,907.0,87046.0,10.8,0.8118,11.3,5.2833,0.5,4.2891,63.4,31.5,0.1603,81.5,68.75,50.0,11.0193,825.0,2.6,0.1997,5.4,4.4083,2.8,0.8806,52.9,151.9,1.0234,154.0,60.0333,2.1,61.4392,720.4,12.1,0.2329,24.0,19.025,11.9,4.4305,228.3,10.8,0.1548,30.7,25.9583,19.9,4.0173,311.5,12.5,0.3418,18.5,13.3583,6.0,4.566,160.3,1405.913,1316.8187,-23.0859,23.4498,13.4853,10.4881,1.2974,47.8331,229.20061111111113,86.96555555555555,257.28950000000003
jujuy_u_n,JUJUY,NOA,,-24.18,-65.33,1302.0,87047.0,12.1,0.6487,13.8,7.3583,1.7,4.7731,88.3,22.3,0.1048,84.9,76.1167,62.6,7.9754,913.4,2.8,0.212,5.8,4.7167,3.0,0.9998,56.6,185.6,0.9562,191.5,79.2667,5.9,75.7928,951.2,11.1,0.2384,21.3,16.7417,10.2,3.9915,200.9,9.1,0.145,27.7,23.7,18.6,3.4362,284.4,12.2,0.382,16.7,11.65,4.5,4.4502,139.8,1405.913,1316.8187,-23.0859,23.4498,13.4711,10.5026,1.0941,47.6298,229.20061111111113,86.96555555555555,257.28950000000003
junin_aero,BUENOS AIRES,Pampeana,SAAJ,-34.55,-60.9167,81.0,87548.0,5.5,0.3455,8.6,5.75,3.1,1.9865,69.0,14.4,0.066,78.9,72.3583,64.5,4.7788,868.3,0.9,0.0951,4.0,3.5417,3.1,0.337,42.5,104.5,0.4508,134.2,92.1,29.7,41.5191,1105.2,14.3,0.317,23.0,16.1,8.7,5.104,193.2,14.6,0.2267,29.8,22.9417,15.2,5.2004,275.3,13.1,0.4614,16.5,10.1333,3.4,4.6755,121.6,1405.913,1316.8187,-23.0859,23.4498,14.2757,9.6829,11.4641,57.9998,200.21988888888885,75.06188888888887,217.844875
la_plata_aero,BUENOS AIRES,Pampeana,SADL,-34.95,-57.8833,23.0,87593.0,2.3,0.1291,7.4,6.15,5.1,0.7937,73.8,14.3,0.0606,85.1,78.875,70.8,4.7759,946.5,1.0,0.1092,4.1,3.6167,3.1,0.395,43.4,54.2,0.2015,112.8,89.3917,58.6,18.0114,1072.7,13.9,0.3064,23.1,16.1917,9.2,4.9608,194.3,14.7,0.2417,28.9,21.625,14.2,5.2265,259.5,12.2,0.3947,17.4,11.2667,5.2,4.4473,135.2,1405.913,1316.8187,-23.0859,23.4498,14.3109,9.647,11.8641,58.3998,199.35188888888888,80.84863888888889,211.72804166666666
la_quiaca_observatorio,JUJUY,NOA,SASQ,-22.1,-65.6,3459.0,87007.0,11.5,1.1283,11.5,3.7167,0.0,4.1937,44.6,37.5,0.3334,63.2,43.6167,25.7,14.544,523.4,3.6,0.4902,4.9,2.7333,1.3,1.3398,32.8,101.9,1.2452,101.9,27.5583,0.0,34.3149,330.7,9.4,0.3386,13.9,10.3,4.5,3.4876,123.6,6.4,0.11,22.5,19.7083,16.1,2.1673,236.5,13.9,2.8867,7.7,1.8583,-6.2,5.3644,22.3,1405.913,1316.8187,-23.0859,23.4498,13.3289,10.6474,0.9859,45.5498,271.9723333333333,81.41202777777778,322.0317916666667
la_rioja_aero,LA RIOJA,NOA,SANL,-29.3667,-66.7833,429.0,87217.0,6.6,0.7587,7.1,3.1917,0.5,2.4217,38.3,23.5,0.1462,71.1,60.1083,47.6,8.7891,721.3,1.9,0.1944,4.0,3.225,2.1,0.6269,38.7,87.0,0.9559,90.3,33.9083,3.3,32.4126,406.9,17.0,0.307,27.6,20.2667,10.6,6.2211,243.2,15.9,0.2075,35.4,28.15,19.5,5.8422,337.8,17.3,0.4458,21.5,14.025,4.2,6.2519,168.3,1405.913,1316.8187,-23.0859,23.4498,13.8504,10.1163,6.2808,52.8165,226.43330555555553,73.47638888888889,263.2377916666667
laboulaye_aero,CORDOBA,Pampeana,SAOL,-34.1167,-63.3667,137.0,87534.0,6.1,0.4609,8.0,5.2917,1.9,2.4389,63.5,13.9,0.0742,78.4,71.1583,64.5,5.2801,853.9,1.1,0.1129,4.0,3.4,2.9,0.3838,40.8,124.2,0.6207,137.4,77.75,13.2,48.2624,933.0,15.1,0.3366,23.2,16.0833,8.1,5.4138,193.0,14.7,0.2241,30.4,23.55,15.7,5.2764,282.6,14.1,0.5018,16.9,10.2083,2.8,5.1229,122.5,1405.913,1316.8187,-23.0859,23.4498,14.2379,9.7214,11.0308,57.5665,204.37844444444443,73.40861111111111,227.98299999999998
las_flores,BUENOS AIRES,Pampeana,SAEL,-36.0333,-59.1333,36.0,87563.0,2.9,0.2007,7.0,5.6,4.1,1.1241,67.2,13.7,0.0626,82.2,76.625,68.5,4.7953,919.5,0.9,0.0897,4.4,3.9167,3.5,0.3512,47.0,68.9,0.2989,118.8,81.725,49.9,24.4282,980.7,14.5,0.3328,22.6,15.4333,8.1,5.1364,185.2,15.8,0.2559,29.7,21.9,13.9,5.6037,262.8,12.0,0.459,15.2,9.4417,3.2,4.3333,113.3,1405.913,1316.8187,-23.0859,23.4498,14.4084,9.5476,12.9474,59.4831,198.29919444444445,75.43658333333333,218.66320833333336
las_lomitas,FORMOSA,NEA,SATK,-24.7,-60.5833,130.0,87078.0,6.1,0.4313,7.5,5.15,1.4,2.2212,61.8,20.8,0.0971,80.0,69.8667,59.2,6.7843,838.4,1.5,0.1075,4.5,3.7917,3.0,0.4078,45.5,144.5,0.6587,156.4,80.6,11.9,53.0916,967.2,11.7,0.1813,28.3,22.9917,16.6,4.169,275.9,11.7,0.1382,35.5,30.1833,23.8,4.1709,362.2,11.3,0.2326,22.1,17.1833,10.8,3.9961,206.2,1405.913,1316.8187,-23.0859,23.4498,13.5075,10.4655,1.6141,48.1498,202.48066666666668,84.26630555555555,192.22641666666664
malargue_aero,MENDOZA,Cuyo,SAMM,-35.4667,-69.5833,1425.0,87506.0,1.5,0.153,4.1,3.2083,2.6,0.4907,38.5,23.7,0.1619,63.7,52.0167,40.0,8.4193,624.2,1.4,0.1459,4.0,3.3167,2.6,0.484,39.8,16.1,0.1801,33.5,26.7167,17.4,4.8119,320.6,16.8,0.4977,20.6,12.1417,3.8,6.0429,145.7,17.3,0.304,29.1,20.375,11.8,6.1942,244.5,13.9,1.0659,11.6,4.675,-2.3,4.9829,56.1,1405.913,1316.8187,-23.0859,23.4498,14.357,9.5999,12.3808,58.9165,226.7413055555556,75.84263888888889,274.66925
maquinchao,RIO NEGRO,Patagonia,SAVQ,-41.2333,-68.7,888.0,87774.0,4.0,0.4436,5.4,2.88,1.4,1.2777,34.56,28.3,0.1746,72.4,57.7833,44.1,10.0862,693.4,1.4,0.1371,4.0,3.3417,2.6,0.4582,40.1,26.54,0.3753,35.44,19.9883,8.9,7.5016,239.86,18.0,0.6739,18.6,9.5333,0.6,6.4246,114.4,20.5,0.4354,26.7,16.725,6.2,7.2829,200.7,14.0,1.8879,9.6,2.6417,-4.4,4.9872,31.7,1405.913,1316.8187,-23.0859,23.4498,14.9249,9.0207,18.1474,64.6831,203.06094444444443,70.65408333333333,258.6304166666667
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,-37.9167,-57.5667,21.0,87692.0,2.0,0.1047,7.7,6.5333,5.7,0.684,78.4,9.3,0.0391,82.0,78.3167,72.7,3.0608,939.8,1.0,0.0933,4.7,4.1833,3.7,0.3904,50.2,45.8,0.2048,103.6,78.8333,57.8,16.1457,946.0,12.8,0.3305,20.3,13.95,7.5,4.6106,167.4,13.8,0.2495,26.4,19.625,12.6,4.8964,235.5,11.3,0.47,14.5,8.8333,3.2,4.152,106.0,1405.913,1316.8187,-23.0859,23.4498,14.5855,9.3669,14.8308,61.3665,190.92011111111114,76.54188888888888,209.28404166666664
