estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados
estacion_virtual_404,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-65.0000,-62.0000,4.0000,,5.4500,0.0821,22.7500,20.1292,17.3000,1.6526,241.5500,6.2289,0.0224,97.3636,94.3474,91.1347,2.1165,1132.1689,0.7142,0.0336,6.9395,6.6376,6.2253,0.2233,79.6514,41.4136,0.1295,125.1151,100.3682,83.7015,13.0026,1204.4189,12.6683,-0.4839,-3.3274,-9.7910,-15.9957,4.7383,-117.4924,10.7968,-0.5637,-1.8558,-7.3267,-12.6526,4.1301,-87.9202,14.0041,-0.4112,-5.3134,-12.5533,-19.3175,5.1614,-150.6390,1405.9130,1316.8187,-23.0859,23.4498,20.8102,2.8707,41.9141,88.4498
estacion_virtual_405,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-64.5000,-63.5000,582.0000,,5.2500,0.0730,24.3500,21.4458,19.1000,1.5646,257.3500,6.8484,0.0245,95.6043,92.1280,88.7559,2.2608,1105.5359,0.3025,0.0140,7.1353,7.0042,6.8328,0.0983,84.0500,83.4901,0.1636,217.3938,181.6431,133.9037,29.7244,2179.7177,8.3051,-0.7051,-0.3453,-4.1929,-8.6504,2.9565,-50.3145,6.7873,-0.8687,0.3986,-2.7906,-6.3887,2.4242,-33.4866,9.7989,-0.5985,-1.2352,-5.7588,-11.0341,3.4466,-69.1061,1405.9130,1316.8187,-23.0859,23.4498,20.4446,3.2766,41.4141,87.9498
estacion_virtual_406,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-64.5000,-63.0000,184.0000,,4.8000,0.0751,23.1000,20.2875,18.3000,1.5242,243.4500,7.8372,0.0282,95.3031,91.7356,87.4659,2.5862,1100.8271,0.3025,0.0140,7.1353,7.0042,6.8328,0.0983,84.0500,84.3472,0.1694,213.8027,177.4213,129.4555,30.0512,2129.0555,8.7186,-0.6707,-0.5026,-4.6725,-9.2212,3.1340,-56.0696,7.1180,-0.8269,0.2648,-3.1218,-6.8532,2.5814,-37.4612,10.2024,-0.5634,-1.5524,-6.4252,-11.7548,3.6198,-77.1018,1405.9130,1316.8187,-23.0859,23.4498,20.4446,3.2766,41.4141,87.9498
estacion_virtual_407,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-64.5000,-61.0000,1927.0000,,4.6500,0.0699,23.6500,21.4833,19.0000,1.5020,257.8000,4.8169,0.0172,98.6888,96.7791,93.8719,1.6628,1161.3492,0.7142,0.0336,6.9395,6.6376,6.2253,0.2233,79.6514,56.0825,0.1370,157.2405,132.1672,101.1580,18.1129,1586.0060,10.5411,-0.4154,-4.0275,-9.2488,-14.5686,3.8416,-110.9855,8.7807,-0.4654,-2.5564,-6.9581,-11.3371,3.2386,-83.4977,11.9727,-0.3668,-5.8727,-11.8247,-17.8454,4.3377,-141.8958,1405.9130,1316.8187,-23.0859,23.4498,20.4446,3.2766,41.4141,87.9498
estacion_virtual_408,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-64.5000,-60.5000,1854.0000,,4.9500,0.0763,23.8000,21.7333,18.8500,1.6581,260.8000,4.6264,0.0157,98.0136,95.6304,93.3872,1.5039,1147.5652,0.7142,0.0336,6.9395,6.6376,6.2253,0.2233,79.6514,60.3769,0.1389,168.0061,139.2191,107.6292,19.3374,1670.6294,11.6142,-0.4222,-4.3585,-10.0821,-15.9727,4.2565,-120.9853,9.8357,-0.4802,-2.7637,-7.6365,-12.5994,3.6668,-91.6386,12.8912,-0.3638,-6.4312,-12.8522,-19.3224,4.6753,-154.2260,1405.9130,1316.8187,-23.0859,23.4498,20.4446,3.2766,41.4141,87.9498
estacion_virtual_409,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-64.5000,-59.0000,65.0000,,4.7000,0.1648,10.9000,8.9875,6.2000,1.4814,107.8500,8.0456,0.0288,91.8169,87.1610,83.7713,2.5146,1045.9325,1.0922,0.0596,6.8273,6.2657,5.7351,0.3737,75.1887,18.4675,0.1725,42.5026,33.3681,24.0351,5.7565,400.4173,12.5957,-0.6853,-0.8748,-6.9010,-13.4705,4.7294,-82.8114,10.3755,-0.9089,0.4001,-4.4359,-9.9754,4.0317,-53.2305,13.9612,-0.5294,-2.7856,-9.7215,-16.7468,5.1466,-116.6576,1405.9130,1316.8187,-23.0859,23.4498,20.4446,3.2766,41.4141,87.9498
estacion_virtual_41,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-79.0000,-69.0000,124.0000,,3.2000,0.1735,6.8000,4.9750,3.6000,0.8633,59.7000,1.9809,0.0063,95.4934,94.6927,93.5125,0.5947,1136.3120,2.5517,0.1598,6.8784,5.3406,4.3267,0.8534,48.0652,11.6180,0.1929,24.6346,17.7796,13.0166,3.4300,213.3549,30.6041,-0.3762,-11.5672,-30.3655,-42.1713,11.4236,-364.3856,29.3829,-0.3949,-9.7874,-27.9433,-39.1703,11.0336,-335.3191,31.1288,-0.3488,-13.9286,-33.0359,-45.0574,11.5218,-396.4306,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,55.9141,102.4498
estacion_virtual_410,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-64.0000,-60.5000,17.0000,,5.0500,0.0770,23.8000,21.4042,18.7500,1.6485,256.8500,5.6960,0.0207,96.6043,94.3739,90.9083,1.9545,1132.4867,0.4709,0.0223,7.1510,6.9514,6.6801,0.1550,83.4163,75.3222,0.1524,192.4578,156.7500,117.1356,23.8965,1880.9997,8.9615,-0.4822,-2.4456,-6.7290,-11.4071,3.2449,-80.7483,7.3793,-0.5421,-1.4176,-5.0171,-8.7969,2.7199,-60.2046,10.1264,-0.4229,-3.8003,-8.6596,-13.9267,3.6622,-103.9153,1405.9130,1316.8187,-23.0859,23.4498,20.1225,3.6276,40.9141,87.4498
estacion_virtual_411,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-64.0000,-60.0000,0.0000,,5.1500,0.0799,24.5000,22.2667,19.3500,1.7791,267.2000,4.1633,0.0139,98.8292,97.1632,94.6659,1.3492,1165.9583,0.5551,0.0274,7.0487,6.8785,6.4936,0.1886,82.5423,90.7864,0.1522,232.9750,188.4827,142.1886,28.6815,2261.7923,10.0984,-0.4015,-4.2528,-9.0757,-14.3512,3.6443,-108.9082,8.4996,-0.4457,-2.8496,-6.9831,-11.3492,3.1122,-83.7973,11.2253,-0.3510,-6.0688,-11.4438,-17.2941,4.0169,-137.3253,1405.9130,1316.8187,-23.0859,23.4498,20.1225,3.6276,40.9141,87.4498
estacion_virtual_412,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-64.0000,-59.5000,0.0000,,4.9500,0.0787,23.4000,21.3125,18.4500,1.6771,255.7500,3.3433,0.0110,98.8823,97.5146,95.5390,1.0686,1170.1757,0.5551,0.0274,7.0487,6.8785,6.4936,0.1886,82.5423,88.6248,0.1512,232.1005,188.7375,143.4757,28.5334,2264.8502,11.0895,-0.3933,-4.8984,-10.1821,-15.9879,4.0044,-122.1852,9.3610,-0.4426,-3.2547,-7.7701,-12.6157,3.4389,-93.2416,12.2124,-0.3363,-7.0525,-12.9308,-19.2649,4.3481,-155.1701,1405.9130,1316.8187,-23.0859,23.4498,20.1225,3.6276,40.9141,87.4498
estacion_virtual_413,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-64.0000,-59.0000,0.0000,,5.4000,0.0767,21.8500,19.2083,16.4500,1.4738,230.5000,6.0043,0.0211,97.9014,95.0061,91.8971,2.0071,1140.0729,0.5551,0.0274,7.0487,6.8785,6.4936,0.1886,82.5423,43.1180,0.1256,138.6451,118.1103,95.5271,14.8392,1417.3231,11.3772,-0.4922,-3.0563,-8.4368,-14.4335,4.1524,-101.2414,9.4777,-0.5742,-1.7024,-6.1568,-11.1801,3.5351,-73.8813,12.5685,-0.4099,-4.9542,-11.0347,-17.5227,4.5227,-132.4168,1405.9130,1316.8187,-23.0859,23.4498,20.1225,3.6276,40.9141,87.4498
estacion_virtual_414,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-64.0000,-58.0000,0.0000,,4.3500,0.0725,19.2000,17.2458,14.8500,1.2507,206.9500,7.3559,0.0268,97.3390,93.6394,89.9831,2.5085,1123.6724,0.6931,0.0312,6.9422,6.6919,6.2491,0.2090,80.3026,22.5539,0.1013,87.3054,72.9353,64.7515,7.3875,875.2237,11.6765,-0.5748,-1.9804,-7.4835,-13.6569,4.3017,-89.8017,9.5737,-0.6892,-0.8081,-5.2370,-10.3818,3.6094,-62.8440,12.9749,-0.4708,-3.7220,-10.0296,-16.6969,4.7217,-120.3546,1405.9130,1316.8187,-23.0859,23.4498,20.1225,3.6276,40.9141,87.4498
estacion_virtual_415,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-64.0000,-57.5000,0.0000,,5.6500,0.1323,14.9000,12.9625,9.2500,1.7151,155.5500,7.3925,0.0272,97.5978,93.9438,90.2053,2.5515,1127.3255,0.6931,0.0312,6.9422,6.6919,6.2491,0.2090,80.3026,26.4740,0.1595,70.8099,57.5855,44.3359,9.1874,691.0258,11.8253,-0.6046,-1.7032,-7.2480,-13.5285,4.3819,-86.9762,9.5582,-0.7298,-0.5780,-4.9567,-10.1362,3.6175,-59.4804,13.2797,-0.4955,-3.3796,-9.8397,-16.6593,4.8758,-118.0763,1405.9130,1316.8187,-23.0859,23.4498,20.1225,3.6276,40.9141,87.4498
estacion_virtual_416,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-63.5000,-58.5000,308.0000,,4.1500,0.0733,19.9500,17.5875,15.8000,1.2900,211.0500,6.7116,0.0246,97.3436,94.4622,90.6320,2.3255,1133.5466,0.5551,0.0274,7.0487,6.8785,6.4936,0.1886,82.5423,44.7366,0.1343,128.6847,106.4278,83.9481,14.2882,1277.1336,9.4840,-0.6197,-1.1769,-5.5009,-10.6609,3.4090,-66.0107,7.5249,-0.7248,-0.3442,-3.7925,-7.8691,2.7488,-45.5105,11.0489,-0.5322,-2.3263,-7.4162,-13.3752,3.9471,-88.9947,1405.9130,1316.8187,-23.0859,23.4498,19.8334,3.9387,40.4141,86.9498
estacion_virtual_417,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-63.5000,-58.0000,628.0000,,3.9500,0.0731,19.9500,17.5250,16.0000,1.2814,210.3000,6.5978,0.0244,98.1812,95.4529,91.5834,2.3246,1145.4346,0.6931,0.0312,6.9422,6.6919,6.2491,0.2090,80.3026,42.7566,0.1269,127.4226,106.4183,84.6660,13.5075,1277.0193,10.2543,-0.5855,-1.6154,-6.3048,-11.8697,3.6915,-75.6576,8.1073,-0.6846,-0.6287,-4.3247,-8.7360,2.9608,-51.8960,11.8935,-0.4962,-3.0296,-8.5582,-14.9231,4.2469,-102.6985,1405.9130,1316.8187,-23.0859,23.4498,19.8334,3.9387,40.4141,86.9498
estacion_virtual_418,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-63.5000,-57.5000,164.0000,,4.2000,0.0763,19.1000,16.6125,14.9000,1.2678,199.3500,7.1622,0.0266,97.8283,94.5435,90.6661,2.5182,1134.5225,0.6931,0.0312,6.9422,6.6919,6.2491,0.2090,80.3026,30.0538,0.1148,95.7727,79.5395,65.7189,9.1281,954.4741,10.2948,-0.6432,-1.1697,-5.8105,-11.4645,3.7371,-69.7255,8.0887,-0.7523,-0.3395,-3.9467,-8.4282,2.9693,-47.3603,11.9914,-0.5487,-2.3661,-7.8947,-14.3575,4.3315,-94.7364,1405.9130,1316.8187,-23.0859,23.4498,19.8334,3.9387,40.4141,86.9498
estacion_virtual_419,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-63.5000,-56.0000,334.0000,,3.9000,0.0813,16.1500,14.0167,12.2500,1.1392,168.2000,6.8238,0.0262,97.2610,93.8005,90.4372,2.4542,1125.6055,0.7447,0.0325,6.9761,6.6669,6.2314,0.2170,80.0034,18.5126,0.1209,66.8025,55.4519,48.2899,6.7055,665.4225,10.6199,-0.6874,-0.9435,-5.6753,-11.5634,3.9011,-68.1040,8.3483,-0.8190,-0.1430,-3.7626,-8.4913,3.0814,-45.1513,12.4067,-0.5815,-2.1053,-7.8236,-14.5120,4.5490,-93.8829,1405.9130,1316.8187,-23.0859,23.4498,19.8334,3.9387,40.4141,86.9498
estacion_virtual_42,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-79.0000,-50.0000,428.0000,,2.4500,0.1631,5.2000,3.9458,2.7500,0.6437,47.3500,3.7944,0.0120,92.0009,90.8177,88.2065,1.0857,1089.8126,1.5820,0.0917,6.6397,5.6478,5.0577,0.5178,50.8305,7.8696,0.1670,17.7349,13.3142,9.8653,2.2239,159.7700,25.0102,-0.3697,-9.7326,-24.4052,-34.7428,9.0219,-292.8623,23.5787,-0.3898,-7.9590,-21.9305,-31.5377,8.5491,-263.1657,26.0318,-0.3415,-11.9894,-27.2143,-38.0212,9.2948,-326.5713,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,55.9141,102.4498
estacion_virtual_420,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-63.0000,-62.5000,0.0000,,4.8000,0.0697,22.2500,19.5750,17.4500,1.3651,234.9000,3.8739,0.0136,92.3605,90.0912,88.4866,1.2248,1081.0944,0.4222,0.0170,7.6098,7.3247,7.1876,0.1246,87.8959,37.0223,0.1193,112.0279,91.9899,75.0056,10.9733,1103.8783,6.6293,-1.3379,1.3245,-1.7082,-5.3048,2.2853,-20.4984,5.4029,-2.5579,1.8775,-0.7193,-3.5254,1.8399,-8.6317,7.8409,-0.9838,0.6869,-2.7734,-7.1540,2.7284,-33.2809,1405.9130,1316.8187,-23.0859,23.4498,19.5704,4.2192,39.9141,86.4498
estacion_virtual_421,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-62.0000,-58.0000,0.0000,,3.6000,0.0664,19.9000,18.1042,16.3000,1.2024,217.2500,3.3987,0.0122,92.9885,91.2658,89.5898,1.1121,1095.1894,0.2420,0.0109,7.3721,7.2745,7.1301,0.0796,87.2941,23.7993,0.0934,91.8624,77.1805,68.0631,7.2057,926.1656,6.8722,-1.1842,1.0848,-2.0676,-5.7874,2.4484,-24.8108,5.4328,-2.0543,1.6852,-0.9344,-3.7476,1.9194,-11.2123,8.2256,-0.9047,0.4082,-3.2859,-7.8174,2.9729,-39.4313,1405.9130,1316.8187,-23.0859,23.4498,19.1051,4.7111,38.9141,85.4498
estacion_virtual_422,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-55.0000,-66.5000,0.0000,,7.8500,0.1188,23.5500,18.9250,15.7000,2.2476,227.1000,10.4020,0.0479,89.1150,84.0017,78.7130,4.0239,1008.0201,0.7554,0.0414,6.5392,6.1228,5.7838,0.2532,73.4734,39.3332,0.1880,88.8097,67.3058,49.4765,12.6560,807.6698,6.8319,0.5193,8.2094,4.8648,1.3775,2.5261,58.3775,8.1655,0.4337,10.8053,6.9232,2.6398,3.0024,83.0783,5.5913,0.7123,5.6373,2.8420,0.0460,2.0243,34.1044,1405.9130,1316.8187,-23.0859,23.4498,16.9998,6.8962,31.9141,78.4498
estacion_virtual_423,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-54.5000,-67.5000,391.0000,,6.7500,0.1357,18.5500,14.8875,11.8000,2.0205,178.6500,19.3571,0.0873,94.9720,85.3675,75.6149,7.4537,1024.4105,0.7554,0.0414,6.5392,6.1228,5.7838,0.2532,73.4734,32.0995,0.1831,70.3010,53.8091,38.2015,9.8530,645.7092,9.4977,0.9893,8.0312,3.5413,-1.4665,3.5036,42.4962,11.2748,0.6360,11.8295,6.6458,0.5547,4.2265,79.7496,7.6682,5.6704,3.9989,0.4796,-3.6693,2.7198,5.7557,1405.9130,1316.8187,-23.0859,23.4498,16.8928,7.0061,31.4141,77.9498
estacion_virtual_424,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-54.5000,-67.0000,141.0000,,7.1500,0.1411,18.2500,14.1917,11.1000,2.0027,170.3000,19.6520,0.0885,94.2577,84.6003,74.6057,7.4878,1015.2031,0.7554,0.0414,6.5392,6.1228,5.7838,0.2532,73.4734,32.1338,0.1819,69.0948,52.8319,36.9610,9.6099,633.9832,8.9990,0.7775,8.6382,4.2988,-0.3608,3.3423,51.5851,10.8090,0.5529,12.3346,7.3272,1.5256,4.0514,87.9266,7.0380,1.9735,4.6909,1.2909,-2.3471,2.5475,15.4902,1405.9130,1316.8187,-23.0859,23.4498,16.8928,7.0061,31.4141,77.9498
estacion_virtual_425,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-54.5000,-66.5000,130.0000,,7.8500,0.1395,20.2000,15.9042,12.3500,2.2188,190.8500,12.6524,0.0577,90.0533,84.0044,77.4009,4.8486,1008.0528,0.7554,0.0414,6.5392,6.1228,5.7838,0.2532,73.4734,33.3012,0.1745,74.7526,58.9092,41.4514,10.2825,706.9109,7.3639,0.5319,8.7725,5.1761,1.4086,2.7531,62.1132,8.6836,0.4420,11.4221,7.2801,2.7385,3.2179,87.3609,6.0157,0.7267,6.0324,3.0460,0.0167,2.2136,36.5521,1405.9130,1316.8187,-23.0859,23.4498,16.8928,7.0061,31.4141,77.9498
estacion_virtual_426,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-54.5000,-36.5000,374.0000,,5.6500,0.0733,25.4500,23.0292,19.8000,1.6873,276.3500,1.6158,0.0060,90.2362,89.4542,88.6204,0.5342,1073.4504,0.1807,0.0079,7.2207,7.1231,7.0400,0.0565,85.4774,45.6946,0.1635,114.7649,91.1158,69.0703,14.8999,1093.3893,5.1987,11.5886,2.8482,0.1656,-2.3505,1.9187,1.9868,4.9331,1.5071,3.8910,1.2232,-1.0421,1.8435,14.6784,5.4836,-1.9638,1.6968,-1.0260,-3.7868,2.0148,-12.3117,1405.9130,1316.8187,-23.0859,23.4498,16.8928,7.0061,31.4141,77.9498
estacion_virtual_427,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-54.0000,-68.5000,727.0000,,6.3000,0.1302,20.2500,16.3833,13.9500,2.1330,196.6000,18.3720,0.0833,94.4904,85.1522,76.1184,7.0934,1021.8261,0.6992,0.0478,5.9617,5.5578,5.2625,0.2655,66.6936,27.0055,0.1587,71.7553,57.2038,44.7498,9.0806,686.4457,9.2453,0.8232,8.5061,4.1465,-0.7392,3.4133,49.7579,11.0259,0.5554,12.4177,7.4153,1.3918,4.1183,88.9836,7.2708,2.7474,4.3592,0.9447,-2.9116,2.5955,11.3366,1405.9130,1316.8187,-23.0859,23.4498,16.7895,7.1123,30.9141,77.4498
estacion_virtual_428,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-53.5000,-68.5000,112.0000,,6.3000,0.1497,16.4000,12.6792,10.1000,1.8977,152.1500,18.4332,0.0845,94.0804,84.7964,75.6472,7.1627,1017.5562,0.6992,0.0478,5.9617,5.5578,5.2625,0.2655,66.6936,20.8960,0.1572,54.8700,44.7120,33.9740,7.0267,536.5435,8.8632,0.6845,9.0916,4.8222,0.2284,3.3007,57.8667,10.8717,0.5087,12.9978,7.9511,2.1261,4.0444,95.4132,6.7076,1.3743,5.0820,1.8016,-1.6256,2.4760,21.6197,1405.9130,1316.8187,-23.0859,23.4498,16.6896,7.2149,30.4141,76.9498
estacion_virtual_429,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-53.0000,-68.5000,107.0000,,5.7500,0.1509,14.0500,10.7333,8.3000,1.6197,128.8000,22.0167,0.1039,93.3740,81.8639,71.3573,8.5050,982.3670,0.6718,0.0434,5.9051,5.5121,5.2333,0.2392,66.1453,17.2939,0.1399,47.5532,40.1104,30.2593,5.6130,481.3245,9.5467,0.6335,10.2222,5.6211,0.6755,3.5611,67.4534,11.7113,0.4741,14.5854,9.2034,2.8741,4.3634,110.4413,6.9884,1.1724,5.7210,2.2407,-1.2674,2.6270,26.8890,1405.9130,1316.8187,-23.0859,23.4498,16.5930,7.3141,29.9141,76.4498
estacion_virtual_43,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-79.0000,-49.5000,494.0000,,2.2000,0.1526,5.3500,4.0750,3.1500,0.6218,48.9000,4.2842,0.0116,91.8975,90.1247,87.6133,1.0451,1081.4968,1.5820,0.0917,6.6397,5.6478,5.0577,0.5178,50.8305,7.0486,0.1567,17.7602,13.6519,10.7116,2.1398,163.8233,23.6465,-0.3552,-10.1329,-24.0030,-33.7794,8.5252,-288.0365,22.2071,-0.3741,-8.3395,-21.5016,-30.5466,8.0440,-258.0192,24.6628,-0.3274,-12.4607,-26.8605,-37.1235,8.7938,-322.3255,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,55.9141,102.4498
estacion_virtual_430,Santa Cruz,Patagonia,VIRTUAL,-52.0000,-70.5000,0.0000,,5.5000,0.1565,14.3000,11.0792,8.8000,1.7341,132.9500,21.3355,0.1021,93.0944,81.5225,71.7589,8.3202,978.2706,0.7394,0.0479,5.7311,5.3239,4.9917,0.2552,63.8869,17.1630,0.1487,49.8648,42.3322,32.7018,6.2965,507.9861,10.0719,0.7322,9.8711,5.1363,-0.2008,3.7610,61.6356,12.4479,0.4982,14.8029,9.2603,2.3550,4.6135,111.1235,7.3696,2.0075,4.9376,1.3661,-2.4320,2.7424,16.3931,1405.9130,1316.8187,-23.0859,23.4498,16.4085,7.5034,28.9141,75.4498
estacion_virtual_431,Santa Cruz,Patagonia,VIRTUAL,-52.0000,-70.0000,59.0000,,4.8000,0.1494,11.9000,9.1542,7.1000,1.3679,109.8500,24.8259,0.1222,92.4256,78.9034,67.5997,9.6402,946.8412,0.9952,0.0628,6.1290,5.5385,5.1338,0.3478,66.4626,15.3866,0.1465,43.4063,36.8541,28.0197,5.4009,442.2489,10.6777,0.6833,10.8850,5.8379,0.2073,3.9889,70.0549,13.1460,0.4793,16.0396,10.1431,2.8936,4.8617,121.7175,7.7402,1.5003,5.7062,1.9226,-2.0340,2.8844,23.0716,1405.9130,1316.8187,-23.0859,23.4498,16.4085,7.5034,28.9141,75.4498
estacion_virtual_432,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-52.0000,-60.5000,0.0000,,6.4000,0.1388,16.5500,14.1625,10.1500,1.9663,169.9500,5.9463,0.0257,86.6010,84.1351,80.6547,2.1581,1009.6212,0.9108,0.0541,6.6355,6.0791,5.7247,0.3289,72.9491,31.7121,0.1606,71.4831,55.4867,39.7710,8.9100,665.8401,6.3411,0.3573,9.9347,6.6828,3.5936,2.3879,80.1930,6.8792,0.3203,11.5515,8.0582,4.6723,2.5809,96.6988,5.6433,0.4062,8.1690,5.2609,2.5257,2.1368,63.1312,1405.9130,1316.8187,-23.0859,23.4498,16.4085,7.5034,28.9141,75.4498
estacion_virtual_433,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-52.0000,-60.0000,0.0000,,5.8000,0.1465,15.1500,12.4083,9.3500,1.8179,148.9000,10.1968,0.0457,88.4194,83.8714,78.2226,3.8289,1006.4567,0.7277,0.0422,6.4620,6.0530,5.7343,0.2557,72.6354,27.7652,0.1635,63.5421,49.1843,35.7769,8.0413,590.2117,7.1618,0.4133,10.0659,6.4404,2.9041,2.6617,77.2848,8.2837,0.3618,12.5361,8.4679,4.2524,3.0633,101.6153,5.8594,0.4980,7.4394,4.4270,1.5800,2.2045,53.1244,1405.9130,1316.8187,-23.0859,23.4498,16.4085,7.5034,28.9141,75.4498
estacion_virtual_434,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-52.0000,-59.5000,0.0000,,6.0000,0.1379,15.6500,12.5708,9.6500,1.7332,150.8500,12.3969,0.0557,89.2093,83.4453,76.8124,4.6509,1001.3435,0.7277,0.0422,6.4620,6.0530,5.7343,0.2557,72.6354,27.8974,0.1609,63.3855,49.3683,35.4881,7.9441,592.4197,7.5869,0.4394,10.2377,6.4080,2.6508,2.8154,76.8958,8.9652,0.3796,13.0774,8.7247,4.1122,3.3119,104.6969,6.0268,0.5470,7.2546,4.1460,1.2278,2.2681,49.7525,1405.9130,1316.8187,-23.0859,23.4498,16.4085,7.5034,28.9141,75.4498
estacion_virtual_435,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-52.0000,-59.0000,0.0000,,5.9500,0.1354,15.9000,13.1542,9.9500,1.7806,157.8500,11.7461,0.0521,89.3190,83.8032,77.5729,4.3641,1005.6386,0.7277,0.0422,6.4620,6.0530,5.7343,0.2557,72.6354,29.9812,0.1604,66.6799,51.9113,36.6987,8.3276,622.9358,7.4421,0.4331,10.1565,6.3893,2.7144,2.7674,76.6721,8.8266,0.3780,12.9145,8.6088,4.0879,3.2543,103.3051,5.9326,0.5287,7.3060,4.2391,1.3734,2.2411,50.8697,1405.9130,1316.8187,-23.0859,23.4498,16.4085,7.5034,28.9141,75.4498
