estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados
estacion_virtual_148,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-71.5000,1743.0000,,6.3500,0.1491,15.4500,12.7042,9.1000,1.8938,152.4500,5.1326,0.0166,94.7343,92.8391,89.6017,1.5395,1114.0688,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,37.7201,0.2142,65.7111,48.4182,27.9910,10.3698,581.0187,14.6038,-0.2464,-12.8846,-20.8900,-27.4884,5.1483,-250.6806,13.9367,-0.2708,-10.4891,-18.3391,-24.4258,4.9664,-220.0696,14.6366,-0.2130,-15.9385,-23.8160,-30.5751,5.0724,-285.7918,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_149,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-71.0000,1728.0000,,6.3500,0.1491,15.4500,12.7042,9.1000,1.8938,152.4500,5.1326,0.0166,94.7343,92.8391,89.6017,1.5395,1114.0688,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,37.7201,0.2142,65.7111,48.4182,27.9910,10.3698,581.0187,14.6038,-0.2464,-12.8846,-20.8900,-27.4884,5.1483,-250.6806,13.9367,-0.2708,-10.4891,-18.3391,-24.4258,4.9664,-220.0696,14.6366,-0.2130,-15.9385,-23.8160,-30.5751,5.0724,-285.7918,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_15,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0000,-45.5000,115.0000,,2.4000,0.1517,6.5000,5.1542,4.1000,0.7820,61.8500,1.9727,0.0072,94.6223,93.6107,92.6496,0.6787,1123.3279,2.4226,0.1615,6.9780,5.3675,4.5554,0.8669,48.3075,6.8157,0.1389,20.2363,16.2558,13.4206,2.2581,195.0693,24.9506,-0.3497,-11.2723,-26.3279,-36.2229,9.2075,-315.9352,23.7168,-0.3640,-9.6490,-24.0474,-33.3658,8.7542,-288.5684,25.7118,-0.3262,-13.3550,-28.9076,-39.0668,9.4295,-346.8911,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,56.9141,103.4498
estacion_virtual_150,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-70.5000,1776.0000,,6.2000,0.1611,14.5000,11.7667,8.3000,1.8952,141.2000,5.2450,0.0171,94.9204,93.0164,89.6754,1.5863,1116.1971,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,31.7657,0.2085,56.1230,41.4688,24.3573,8.6481,497.6259,14.4894,-0.2402,-13.3164,-21.2734,-27.8058,5.1095,-255.2809,13.8387,-0.2643,-10.8718,-18.6839,-24.7105,4.9380,-224.2071,14.4507,-0.2069,-16.4365,-24.2422,-30.8872,5.0157,-290.9070,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_151,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-70.0000,1715.0000,,5.8500,0.1618,13.6000,10.7583,7.7500,1.7407,129.1000,5.1268,0.0167,95.1024,93.2530,89.9756,1.5604,1119.0359,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,27.8076,0.2069,49.3965,36.3740,21.5889,7.5260,436.4874,14.3584,-0.2321,-13.9048,-21.8013,-28.2632,5.0608,-261.6159,13.6404,-0.2545,-11.3939,-19.1111,-25.0343,4.8629,-229.3331,14.2895,-0.1996,-17.1353,-24.8843,-31.4248,4.9675,-298.6111,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_152,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-69.5000,1752.0000,,5.6000,0.1638,12.9000,10.0125,7.3000,1.6399,120.1500,4.8231,0.0159,95.1763,93.4574,90.3532,1.4905,1121.4886,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,25.4531,0.2045,45.7941,33.7174,20.3410,6.8942,404.6088,14.2043,-0.2247,-14.4522,-22.2799,-28.6565,5.0070,-267.3587,13.4463,-0.2454,-11.8973,-19.5197,-25.3436,4.7895,-234.2367,14.1090,-0.1932,-17.7641,-25.4433,-31.8731,4.9156,-305.3196,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_153,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-69.0000,1844.0000,,5.4000,0.1603,13.0000,9.9917,7.6000,1.6021,119.9000,4.4283,0.0151,95.3213,93.8145,90.8930,1.4169,1125.7736,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,20.6897,0.1785,41.4225,31.6187,20.7328,5.6448,379.4244,14.0214,-0.2206,-14.7156,-22.4855,-28.7370,4.9599,-269.8260,13.4786,-0.2426,-12.1960,-19.8626,-25.6746,4.8192,-238.3511,13.8061,-0.1891,-17.9447,-25.4991,-31.7508,4.8213,-305.9890,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_154,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-68.5000,1970.0000,,5.4000,0.1603,13.0000,9.9917,7.6000,1.6021,119.9000,4.4283,0.0151,95.3213,93.8145,90.8930,1.4169,1125.7736,2.4523,0.1411,7.2288,5.9161,4.7765,0.8349,59.1614,20.6897,0.1785,41.4225,31.6187,20.7328,5.6448,379.4244,14.0214,-0.2206,-14.7156,-22.4855,-28.7370,4.9599,-269.8260,13.4786,-0.2426,-12.1960,-19.8626,-25.6746,4.8192,-238.3511,13.8061,-0.1891,-17.9447,-25.4991,-31.7508,4.8213,-305.9890,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_155,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-68.0000,2071.0000,,4.6500,0.1501,12.0000,9.5667,7.3500,1.4355,114.8000,4.0400,0.0136,95.4741,94.0352,91.4341,1.2784,1128.4219,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,15.1145,0.1469,36.4597,29.0715,21.3452,4.2697,348.8581,13.8148,-0.2162,-14.9872,-22.6929,-28.8020,4.9053,-272.3144,13.3866,-0.2387,-12.4814,-20.1377,-25.8680,4.8075,-241.6528,13.5143,-0.1848,-18.1930,-25.6323,-31.7073,4.7358,-307.5871,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_156,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-67.5000,2076.0000,,3.8000,0.1242,11.0000,9.0167,7.2000,1.1199,108.2000,3.5361,0.0112,95.5270,94.0900,91.9909,1.0551,1129.0800,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,8.6736,0.1109,30.8484,26.0749,22.1748,2.8917,312.8988,13.5879,-0.2115,-15.2651,-22.9020,-28.8530,4.8431,-274.8244,13.2023,-0.2336,-12.7494,-20.3378,-25.9517,4.7519,-244.0538,13.4089,-0.1833,-18.3231,-25.7828,-31.7320,4.7247,-309.3935,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_157,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-67.0000,2010.0000,,2.6500,0.1149,8.9500,7.7292,6.3000,0.8882,92.7500,2.8299,0.0082,95.0809,93.6408,92.2510,0.7721,1123.6897,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,6.8449,0.0957,25.6108,22.4491,18.7659,2.1481,269.3887,13.4289,-0.2098,-15.3215,-22.9387,-28.7504,4.8127,-275.2649,13.1266,-0.2320,-12.7873,-20.3502,-25.9139,4.7212,-244.2029,13.2333,-0.1813,-18.4243,-25.8657,-31.6576,4.6906,-310.3882,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_158,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-66.5000,1991.0000,,4.4500,0.2365,7.9000,5.8333,3.4500,1.3796,70.0000,2.1989,0.0061,93.5645,92.2474,91.3656,0.5583,1106.9684,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,11.6888,0.1765,26.2131,19.3994,14.5243,3.4244,232.7928,13.4494,-0.2141,-14.9684,-22.6804,-28.4178,4.8554,-272.1645,13.2055,-0.2374,-12.4074,-20.0559,-25.6129,4.7606,-240.6704,13.2952,-0.1847,-18.0946,-25.6563,-31.3898,4.7383,-307.8755,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_159,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-66.0000,1932.0000,,4.4500,0.2365,7.9000,5.8333,3.4500,1.3796,70.0000,2.1989,0.0061,93.5645,92.2474,91.3656,0.5583,1106.9684,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,11.6888,0.1765,26.2131,19.3994,14.5243,3.4244,232.7928,13.4494,-0.2141,-14.9684,-22.6804,-28.4178,4.8554,-272.1645,13.2055,-0.2374,-12.4074,-20.0559,-25.6129,4.7606,-240.6704,13.2952,-0.1847,-18.0946,-25.6563,-31.3898,4.7383,-307.8755,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_16,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0000,-45.0000,113.0000,,2.7000,0.1447,6.9500,5.4917,4.2500,0.7948,65.9000,2.0174,0.0071,94.7222,93.7310,92.7048,0.6633,1124.7724,2.4226,0.1615,6.9780,5.3675,4.5554,0.8669,48.3075,9.1122,0.1534,23.2433,17.8093,14.1311,2.7314,213.7116,25.4026,-0.3551,-11.1080,-26.4826,-36.5106,9.4047,-317.7913,24.1831,-0.3699,-9.4910,-24.2083,-33.6741,8.9550,-290.4997,26.1618,-0.3312,-13.1903,-29.0552,-39.3521,9.6226,-348.6627,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,56.9141,103.4498
estacion_virtual_160,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-65.5000,1750.0000,,4.8000,0.2955,7.7500,5.2625,2.9500,1.5551,63.1500,2.6861,0.0089,91.3309,90.2702,88.6448,0.8016,1083.2419,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,19.3834,0.3012,31.0526,18.3815,11.6692,5.5370,220.5780,13.6874,-0.2228,-14.3706,-22.2902,-28.0580,4.9655,-267.4828,13.3941,-0.2470,-11.7874,-19.6024,-25.1815,4.8423,-235.2286,13.5861,-0.1924,-17.5218,-25.3418,-31.1079,4.8758,-304.1014,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_161,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-65.0000,1518.0000,,5.1000,0.2796,8.6000,5.8333,3.5000,1.6311,70.0000,3.8598,0.0132,90.0680,88.2586,86.2082,1.1621,1059.1036,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,25.7253,0.3484,38.3545,21.0106,12.6292,7.3192,252.1274,14.4446,-0.2422,-13.2800,-21.7087,-27.7246,5.2572,-260.5050,14.1396,-0.2685,-10.7901,-19.1069,-24.9297,5.1301,-229.2829,14.3030,-0.2100,-16.3142,-24.6560,-30.6172,5.1776,-295.8719,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_162,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-64.5000,1132.0000,,4.9000,0.2390,9.1000,6.5625,4.2000,1.5682,78.7500,4.4793,0.0153,89.3322,86.9929,84.8529,1.3291,1043.9150,2.3463,0.1316,7.1018,5.8568,4.7555,0.7705,58.5680,30.4265,0.3612,44.8037,24.0120,14.3772,8.6723,288.1440,15.4143,-0.2656,-12.1405,-21.2017,-27.5548,5.6311,-254.4206,15.0697,-0.2934,-9.7858,-18.7070,-24.8555,5.4896,-224.4842,15.2820,-0.2320,-15.0065,-24.0110,-30.2885,5.5700,-288.1322,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_163,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-64.0000,837.0000,,4.7500,0.2098,9.9500,7.2917,5.2000,1.5297,87.5000,3.3649,0.0117,88.9404,87.0835,85.5755,1.0226,1045.0016,1.3636,0.0735,7.0547,6.2393,5.6911,0.4584,62.3932,33.4337,0.3552,50.1625,27.0942,16.7288,9.6236,325.1302,16.5331,-0.2921,-11.0108,-20.8057,-27.5439,6.0777,-249.6687,16.0500,-0.3203,-8.8109,-18.3830,-24.8609,5.8881,-220.5963,16.5360,-0.2576,-13.7069,-23.5180,-30.2429,6.0580,-282.2165,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_164,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-63.5000,624.0000,,4.7500,0.2098,9.9500,7.2917,5.2000,1.5297,87.5000,3.3649,0.0117,88.9404,87.0835,85.5755,1.0226,1045.0016,1.3636,0.0735,7.0547,6.2393,5.6911,0.4584,62.3932,33.4337,0.3552,50.1625,27.0942,16.7288,9.6236,325.1302,16.5331,-0.2921,-11.0108,-20.8057,-27.5439,6.0777,-249.6687,16.0500,-0.3203,-8.8109,-18.3830,-24.8609,5.8881,-220.5963,16.5360,-0.2576,-13.7069,-23.5180,-30.2429,6.0580,-282.2165,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_165,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-63.0000,1240.0000,,4.6500,0.1841,10.9000,8.1000,6.2500,1.4912,97.2000,3.2244,0.0094,89.3664,87.9158,86.1420,0.8291,1054.9891,1.3636,0.0735,7.0547,6.2393,5.6911,0.4584,62.3932,35.5837,0.3405,55.1314,30.4889,19.5477,10.3826,365.8672,17.7305,-0.3208,-9.8958,-20.4889,-27.6263,6.5730,-245.8668,16.9509,-0.3483,-7.8204,-18.0174,-24.7713,6.2752,-216.2089,17.9981,-0.2858,-12.4753,-23.2320,-30.4734,6.6403,-278.7839,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_166,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-62.5000,722.0000,,4.7500,0.1623,11.6500,8.9750,6.9000,1.4563,107.7000,5.0682,0.0173,91.7635,89.2766,86.6953,1.5438,1071.3196,1.3636,0.0735,7.0547,6.2393,5.6911,0.4584,62.3932,36.8473,0.3203,59.7022,34.1940,22.8549,10.9525,410.3286,19.0080,-0.3515,-8.7956,-20.2520,-27.8036,7.1178,-243.0238,17.7829,-0.3782,-6.7936,-17.5719,-24.5765,6.6454,-210.8633,19.6964,-0.3163,-11.3229,-23.1823,-31.0193,7.3319,-278.1877,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_167,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.5000,-61.5000,123.0000,,4.2000,0.1485,11.5000,9.0833,7.3000,1.3488,109.0000,9.4706,0.0408,96.6188,92.8153,87.1482,3.7893,1113.7830,1.3636,0.0735,7.0547,6.2393,5.6911,0.4584,62.3932,26.0293,0.2414,50.5292,33.9789,24.4999,8.2027,407.7473,19.4798,-0.4016,-6.5167,-18.4853,-25.9965,7.4241,-221.8239,18.1017,-0.4323,-4.8512,-16.0230,-22.9529,6.9271,-192.2765,20.3627,-0.3636,-8.6410,-21.1413,-29.0037,7.6877,-253.6962,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,51.4141,97.9498
estacion_virtual_168,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.0000,-73.5000,1095.0000,,6.7500,0.1520,16.4500,13.9333,9.7000,2.1174,167.2000,4.3992,0.0134,88.7444,86.3839,84.3452,1.1613,1036.6074,2.0456,0.1078,7.1879,6.0879,5.1423,0.6561,60.8791,102.0738,0.2949,146.1906,98.4601,44.1168,29.0370,1181.5217,15.2342,-0.3361,-7.7349,-15.8402,-22.9691,5.3231,-190.0819,14.3172,-0.3764,-5.5580,-13.4289,-19.8752,5.0551,-161.1462,15.5308,-0.2875,-10.5012,-18.6110,-26.0320,5.3503,-223.3319,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,50.9141,97.4498
estacion_virtual_169,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.0000,-73.0000,1216.0000,,6.6000,0.1506,15.9000,13.4458,9.3000,2.0248,161.3500,4.3549,0.0131,89.4722,87.2045,85.1173,1.1387,1046.4534,2.0456,0.1078,7.1879,6.0879,5.1423,0.6561,60.8791,93.2824,0.2986,131.9223,88.0672,38.6399,26.2936,1056.8061,15.1660,-0.3255,-8.2009,-16.2955,-23.3669,5.3042,-195.5457,14.2964,-0.3639,-6.0041,-13.8673,-20.3005,5.0457,-166.4074,15.3835,-0.2784,-11.0328,-19.0924,-26.4163,5.3154,-229.1083,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,50.9141,97.4498
estacion_virtual_17,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0000,-44.5000,112.0000,,2.5000,0.1423,6.8500,5.4708,4.3500,0.7785,65.6500,2.5349,0.0089,95.3010,94.2015,92.7661,0.8361,1130.4186,2.4226,0.1615,6.9780,5.3675,4.5554,0.8669,48.3075,9.5956,0.1598,23.7439,17.9688,14.1483,2.8722,215.6253,26.0894,-0.3636,-10.8117,-26.6371,-36.9011,9.6845,-319.6448,24.9889,-0.3798,-9.2201,-24.4572,-34.2090,9.2888,-293.4865,26.7545,-0.3389,-12.8485,-29.1070,-39.6030,9.8647,-349.2835,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,56.9141,103.4498
estacion_virtual_170,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.0000,-72.5000,1321.0000,,6.6000,0.1433,16.3500,13.7542,9.7500,1.9706,165.0500,4.3183,0.0127,90.3584,88.2185,86.0401,1.1192,1058.6214,2.0456,0.1078,7.1879,6.0879,5.1423,0.6561,60.8791,91.0019,0.2890,130.6440,87.5349,39.6421,25.2944,1050.4189,15.0435,-0.3123,-8.8206,-16.8728,-23.8641,5.2690,-202.4740,14.2253,-0.3473,-6.6201,-14.4498,-20.8454,5.0189,-173.3981,15.2146,-0.2682,-11.6664,-19.6606,-26.8810,5.2720,-235.9274,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,50.9141,97.4498
estacion_virtual_171,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.0000,-72.0000,1265.0000,,6.6000,0.1365,16.8500,14.2583,10.2500,1.9463,171.1000,4.4296,0.0130,90.9927,88.9034,86.5631,1.1532,1066.8408,2.0306,0.1141,7.2056,6.0587,5.1750,0.6915,60.5866,88.1855,0.2742,130.0502,88.0332,41.8647,24.1399,1056.3987,14.8895,-0.3000,-9.4227,-17.4155,-24.3122,5.2254,-208.9858,14.1088,-0.3322,-7.2210,-15.0065,-21.3298,4.9850,-180.0775,15.0377,-0.2587,-12.2657,-20.1828,-27.3034,5.2204,-242.1932,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,50.9141,97.4498
estacion_virtual_172,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.0000,-71.5000,1273.0000,,6.6500,0.1367,16.9000,14.3542,10.2500,1.9615,172.2500,4.5596,0.0136,90.9691,88.8824,86.4095,1.2107,1066.5891,2.0306,0.1141,7.2056,6.0587,5.1750,0.6915,60.5866,80.5767,0.2602,122.0575,83.5150,41.4808,21.7284,1002.1795,14.7531,-0.2909,-9.8936,-17.8379,-24.6467,5.1889,-214.0547,13.9437,-0.3207,-7.6628,-15.3802,-21.6065,4.9324,-184.5622,14.9075,-0.2511,-12.8000,-20.6665,-27.7075,5.1898,-247.9978,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,50.9141,97.4498
estacion_virtual_173,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.0000,-71.0000,1347.0000,,6.6500,0.1367,16.9000,14.3542,10.2500,1.9615,172.2500,4.5596,0.0136,90.9691,88.8824,86.4095,1.2107,1066.5891,2.0306,0.1141,7.2056,6.0587,5.1750,0.6915,60.5866,80.5767,0.2602,122.0575,83.5150,41.4808,21.7284,1002.1795,14.7531,-0.2909,-9.8936,-17.8379,-24.6467,5.1889,-214.0547,13.9437,-0.3207,-7.6628,-15.3802,-21.6065,4.9324,-184.5622,14.9075,-0.2511,-12.8000,-20.6665,-27.7075,5.1898,-247.9978,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,50.9141,97.4498
estacion_virtual_174,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.0000,-70.5000,1369.0000,,6.3500,0.1333,16.5000,14.0333,10.1500,1.8705,168.4000,4.7061,0.0145,90.2857,88.1343,85.5796,1.2799,1057.6118,2.0306,0.1141,7.2056,6.0587,5.1750,0.6915,60.5866,68.0674,0.2440,106.5170,73.8727,38.4496,18.0269,886.4720,14.6334,-0.2845,-10.2308,-18.1372,-24.8642,5.1594,-217.6465,13.7037,-0.3122,-7.9356,-15.5488,-21.6393,4.8539,-186.5860,14.8544,-0.2456,-13.2658,-21.1257,-28.1202,5.1885,-253.5084,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,50.9141,97.4498
estacion_virtual_175,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.0000,-70.0000,1398.0000,,6.5000,0.1397,16.0000,13.6250,9.5000,1.9035,163.5000,4.7645,0.0149,90.5487,88.4533,85.7842,1.3140,1061.4395,2.0306,0.1141,7.2056,6.0587,5.1750,0.6915,60.5866,66.8427,0.2508,102.4789,69.7896,35.6362,17.5010,837.4749,14.4872,-0.2728,-10.8765,-18.7339,-25.3637,5.1113,-224.8066,13.6298,-0.2990,-8.5812,-16.1801,-22.2110,4.8375,-194.1615,14.6555,-0.2361,-13.8994,-21.6866,-28.5549,5.1196,-260.2386,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,50.9141,97.4498
estacion_virtual_176,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.0000,-69.5000,1478.0000,,6.2000,0.1398,15.4000,13.1375,9.2000,1.8360,157.6500,4.8003,0.0149,91.5665,89.5249,86.7662,1.3384,1074.2983,2.0306,0.1141,7.2056,6.0587,5.1750,0.6915,60.5866,66.1774,0.2592,99.4703,66.6074,33.2929,17.2642,799.2890,14.3452,-0.2605,-11.6217,-19.4319,-25.9669,5.0623,-233.1822,13.6060,-0.2859,-9.3235,-16.9379,-22.9295,4.8429,-203.2550,14.4244,-0.2257,-14.6154,-22.3135,-29.0398,5.0356,-267.7617,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,50.9141,97.4498
estacion_virtual_177,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.0000,-69.0000,1577.0000,,6.0500,0.1414,15.0500,12.7167,9.0000,1.7979,152.6000,4.6716,0.0146,92.6025,90.6621,87.9309,1.3221,1087.9448,2.0306,0.1141,7.2056,6.0587,5.1750,0.6915,60.5866,62.2994,0.2597,93.6452,62.3564,31.3458,16.1957,748.2764,14.2052,-0.2482,-12.4421,-20.2100,-26.6473,5.0155,-242.5203,13.5342,-0.2724,-10.1178,-17.7275,-23.6520,4.8282,-212.7295,14.2243,-0.2151,-15.4465,-23.0776,-29.6708,4.9641,-276.9315,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,50.9141,97.4498
estacion_virtual_178,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-74.0000,-68.5000,1681.0000,,6.0500,0.1414,15.0500,12.7167,9.0000,1.7979,152.6000,4.6716,0.0146,92.6025,90.6621,87.9309,1.3221,1087.9448,2.0306,0.1141,7.2056,6.0587,5.1750,0.6915,60.5866,62.2994,0.2597,93.6452,62.3564,31.3458,16.1957,748.2764,14.2052,-0.2482,-12.4421,-20.2100,-26.6473,5.0155,-242.5203,13.5342,-0.2724,-10.1178,-17.7275,-23.6520,4.8282,-212.7295,14.2243,-0.2151,-15.4465,-23.0776,-29.6708,4.9641,-276.9315,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,50.9141,97.4498
